"r_w [mm]","Freq [GHz]","dB(S(Port1,Port1)) []"
1.2,4.765,-21.8657199884731
1.2,4.77,-21.8570661351725
1.2,4.775,-21.8484598235292
1.2,4.78,-21.8399007880888
1.2,4.785,-21.8313887625381
1.2,4.79,-21.8229234797287
1.2,4.795,-21.8145046717016
1.2,4.8,-21.8061320697112
1.2,4.805,-21.7978054042489
1.2,4.81,-21.7895244050677
1.2,4.815,-21.7812888012062
1.2,4.82,-21.7730983210122
1.2,4.825,-21.7649526921671
1.2,4.83,-21.7568516417094
1.2,4.835,-21.7487948960592
1.2,4.84,-21.7407821810414
1.2,4.845,-21.7328132219099
1.2,4.85,-21.7248877433713
1.2,4.855,-21.7170054696082
1.2,4.86,-21.7091661243032
1.2,4.865,-21.7013694306624
1.2,4.87,-21.6936151114386
1.2,4.875,-21.6859028889549
1.2,4.88,-21.6782324851276
1.2,4.885,-21.6706036214901
1.2,4.89,-21.6630160192151
1.2,4.895,-21.6554693991385
1.2,4.9,-21.6479634817813
1.2,4.905,-21.6404979873734
1.2,4.91,-21.6330726358756
1.2,4.915,-21.6256871470021
1.2,4.92,-21.6183412402435
1.2,4.925,-21.6110346348887
1.2,4.93,-21.6037670500469
1.2,4.935,-21.5965382046702
1.2,4.94,-21.589347817575
1.2,4.945,-21.5821956074642
1.2,4.95,-21.5750812929486
1.2,4.955,-21.5680045925682
1.2,4.96,-21.560965224814
1.2,4.965,-21.553962908149
1.2,4.97,-21.5469973610291
1.2,4.975,-21.540068301924
1.2,4.98,-21.5331754493383
1.2,4.985,-21.5263185218316
1.2,4.99,-21.5194972380392
1.2,4.995,-21.5127113166921
1.2,5,-21.5059604766373
1.2,5.005,-21.4992444368575
1.2,5.01,-21.492562916491
1.2,5.015,-21.4859156348508
1.2,5.02,-21.4793023114448
1.2,5.025,-21.4727226659941
1.2,5.03,-21.4661764184524
1.2,5.035,-21.4596632890248
1.2,5.04,-21.4531829981864
1.2,5.045,-21.4467352667008
1.2,5.05,-21.4403198156381
1.2,5.055,-21.4339363663931
1.2,5.06,-21.4275846407034
1.2,5.065,-21.4212643606665
1.2,5.07,-21.4149752487578
1.2,5.075,-21.4087170278476
1.2,5.08,-21.4024894212181
1.2,5.085,-21.3962921525805
1.2,5.09,-21.3901249460914
1.2,5.095,-21.3839875263696
1.2,5.1,-21.3778796185119
1.2,5.105,-21.3718009481096
1.2,5.11,-21.365751241264
1.2,5.115,-21.3597302246022
1.2,5.12,-21.3537376252925
1.2,5.125,-21.3477731710597
1.2,5.13,-21.3418365902
1.2,5.135,-21.3359276115958
1.2,5.14,-21.3300459647305
1.2,5.145,-21.3241913797024
1.2,5.15,-21.3183635872395
1.2,5.155,-21.3125623187131
1.2,5.16,-21.3067873061516
1.2,5.165,-21.3010382822541
1.2,5.17,-21.2953149804036
1.2,5.175,-21.2896171346803
1.2,5.18,-21.2839444798746
1.2,5.185,-21.2782967514994
1.2,5.19,-21.2726736858029
1.2,5.195,-21.2670750197808
1.2,5.2,-21.2615004911886
1.2,5.205,-21.2559498385529
1.2,5.21,-21.2504228011837
1.2,5.215,-21.2449191191855
1.2,5.22,-21.2394385334684
1.2,5.225,-21.2339807857595
1.2,5.23,-21.2285456186136
1.2,5.235,-21.2231327754234
1.2,5.24,-21.2177420004307
1.2,5.245,-21.2123730387359
1.2,5.25,-21.2070256363082
1.2,5.255,-21.2016995399958
1.2,5.26,-21.1963944975347
1.2,5.265,-21.1911102575589
1.2,5.27,-21.1858465696091
1.2,5.275,-21.1806031841417
1.2,5.28,-21.1753798525379
1.2,5.285,-21.1701763271119
1.2,5.29,-21.1649923611197
1.2,5.295,-21.159827708767
1.2,5.3,-21.1546821252171
1.2,5.305,-21.1495553665992
1.2,5.31,-21.1444471900155
1.2,5.315,-21.139357353549
1.2,5.32,-21.1342856162703
1.2,5.325,-21.1292317382452
1.2,5.33,-21.124195480541
1.2,5.335,-21.1191766052338
1.2,5.34,-21.1141748754142
1.2,5.345,-21.1091900551944
1.2,5.35,-21.1042219097136
1.2,5.355,-21.0992702051446
1.2,5.36,-21.0943347086989
1.2,5.365,-21.089415188633
1.2,5.37,-21.084511414253
1.2,5.375,-21.0796231559205
1.2,5.38,-21.0747501850575
1.2,5.385,-21.0698922741508
1.2,5.39,-21.0650491967575
1.2,5.395,-21.0602207275089
1.2,5.4,-21.0554066421151
1.2,5.405,-21.0506067173693
1.2,5.41,-21.0458207311518
1.2,5.415,-21.0410484624337
1.2,5.42,-21.0362896912808
1.2,5.425,-21.0315441988572
1.2,5.43,-21.0268117674285
1.2,5.435,-21.0220921803653
1.2,5.44,-21.0173852221461
1.2,5.445,-21.0126906783602
1.2,5.45,-21.0080083357107
1.2,5.455,-21.0033379820171
1.2,5.46,-20.9986794062175
1.2,5.465,-20.9940323983713
1.2,5.47,-20.9893967496612
1.2,5.475,-20.9847722523954
1.2,5.48,-20.9801587000093
1.2,5.485,-20.9755558870675
1.2,5.49,-20.9709636092652
1.2,5.495,-20.9663816634301
1.2,5.5,-20.9618098475233
1.2,5.505,-20.9572479606408
1.2,5.51,-20.9526958030146
1.2,5.515,-20.9481531760136
1.2,5.52,-20.9436198821445
1.2,5.525,-20.9390957250524
1.2,5.53,-20.9345805095216
1.2,5.535,-20.930074041476
1.2,5.54,-20.9255761279793
1.2,5.545,-20.9210865772355
1.2,5.55,-20.916605198589
1.2,5.555,-20.9121318025241
1.2,5.56,-20.9076662006657
1.2,5.565,-20.9032082057784
1.2,5.57,-20.8987576317667
1.2,5.575,-20.8943142936739
1.2,5.58,-20.8898780076823
1.2,5.585,-20.8854485911121
1.2,5.59,-20.8810258624207
1.2,5.595,-20.8766096412019
1.2,5.6,-20.8721997481849
1.2,5.605,-20.8677960052332
1.2,5.61,-20.8633982353438
1.2,5.615,-20.8590062626454
1.2,5.62,-20.8546199123974
1.2,5.625,-20.8502390109883
1.2,5.63,-20.8458633859344
1.2,5.635,-20.841492865878
1.2,5.64,-20.8371272805856
1.2,5.645,-20.8327664609466
1.2,5.65,-20.8284102389706
1.2,5.655,-20.8240584477864
1.2,5.66,-20.8197109216391
1.2,5.665,-20.8153674958887
1.2,5.67,-20.8110280070072
1.2,5.675,-20.8066922925771
1.2,5.68,-20.8023601912883
1.2,5.685,-20.7980315429363
1.2,5.69,-20.7937061884193
1.2,5.695,-20.7893839697359
1.2,5.7,-20.7850647299821
1.2,5.705,-20.7807483133491
1.2,5.71,-20.7764345651201
1.2,5.715,-20.7721233316678
1.2,5.72,-20.7678144604511
1.2,5.725,-20.7635078000127
1.2,5.73,-20.7592031999755
1.2,5.735,-20.7549005110399
1.2,5.74,-20.7505995849805
1.2,5.745,-20.7463002746429
1.2,5.75,-20.7420024339407
1.2,5.755,-20.7377059178517
1.2,5.76,-20.7334105824152
1.2,5.765,-20.7291162847278
1.2,5.77,-20.7248228829408
1.2,5.775,-20.7205302362558
1.2,5.78,-20.7162382049219
1.2,5.785,-20.7119466502318
1.2,5.79,-20.7076554345181
1.2,5.795,-20.7033644211495
1.2,5.8,-20.6990734745273
1.2,5.805,-20.6947824600816
1.2,5.81,-20.6904912442674
1.2,5.815,-20.6861996945608
1.2,5.82,-20.6819076794548
1.2,5.825,-20.6776150684558
1.2,5.83,-20.6733217320795
1.2,5.835,-20.6690275418468
1.2,5.84,-20.6647323702798
1.2,5.845,-20.6604360908975
1.2,5.85,-20.6561385782123
1.2,5.855,-20.6518397077252
1.2,5.86,-20.647539355922
1.2,5.865,-20.6432374002691
1.2,5.87,-20.6389337192089
1.2,5.875,-20.6346281921563
1.2,5.88,-20.6303206994935
1.2,5.885,-20.6260111225665
1.2,5.89,-20.6216993436803
1.2,5.895,-20.6173852460946
1.2,5.9,-20.6130687140197
1.2,5.905,-20.6087496326118
1.2,5.91,-20.6044278879687
1.2,5.915,-20.6001033671254
1.2,5.92,-20.5957759580498
1.2,5.925,-20.5914455496377
1.2,5.93,-20.5871120317089
1.2,5.935,-20.5827752950025
1.2,5.94,-20.5784352311723
1.2,5.945,-20.5740917327823
1.2,5.95,-20.5697446933021
1.2,5.955,-20.5653940071026
1.2,5.96,-20.5610395694511
1.2,5.965,-20.556681276507
1.2,5.97,-20.5523190253168
1.2,5.975,-20.5479527138102
1.2,5.98,-20.5435822407946
1.2,5.985,-20.5392075059513
1.2,5.99,-20.5348284098303
1.2,5.995,-20.530444853846
1.2,6,-20.5260567402723
1.21547816001749,0.5,-58.5406560412151
1.21547816001749,0.505,-58.4295176697097
1.21547816001749,0.51,-58.3190354685889
1.21547816001749,0.515,-58.2091953024708
1.21547816001749,0.52,-58.0999834833371
1.21547816001749,0.525,-57.991386753632
1.21547816001749,0.53,-57.8833922701151
1.21547816001749,0.535,-57.7759875884289
1.21547816001749,0.54,-57.6691606483423
1.21547816001749,0.545,-57.5628997596349
1.21547816001749,0.55,-57.4571935885888
1.21547816001749,0.555,-57.3520311450572
1.21547816001749,0.56,-57.2474017700794
1.21547816001749,0.565,-57.1432951240147
1.21547816001749,0.57,-57.0397011751699
1.21547816001749,0.575,-56.936610188895
1.21547816001749,0.58,-56.8340127171238
1.21547816001749,0.585,-56.7318995883389
1.21547816001749,0.59,-56.6302618979384
1.21547816001749,0.595,-56.529090998987
1.21547816001749,0.6,-56.4283784933317
1.21547816001749,0.605,-56.3281162230649
1.21547816001749,0.61,-56.22829626232
1.21547816001749,0.615,-56.1289109093813
1.21547816001749,0.62,-56.0299526790964
1.21547816001749,0.625,-55.9314142955753
1.21547816001749,0.63,-55.8332886851639
1.21547816001749,0.635,-55.7355689696795
1.21547816001749,0.64,-55.6382484598963
1.21547816001749,0.645,-55.5413206492694
1.21547816001749,0.65,-55.444779207888
1.21547816001749,0.655,-55.3486179766461
1.21547816001749,0.66,-55.2528309616229
1.21547816001749,0.665,-55.1574123286622
1.21547816001749,0.67,-55.0623563981439
1.21547816001749,0.675,-54.9676576399381
1.21547816001749,0.68,-54.8733106685348
1.21547816001749,0.685,-54.7793102383422
1.21547816001749,0.69,-54.6856512391453
1.21547816001749,0.695,-54.5923286917201
1.21547816001749,0.7,-54.4993377435953
1.21547816001749,0.705,-54.4066736649564
1.21547816001749,0.71,-54.3143318446871
1.21547816001749,0.715,-54.2223077865411
1.21547816001749,0.72,-54.1305971054402
1.21547816001749,0.725,-54.0391955238938
1.21547816001749,0.73,-53.9480988685347
1.21547816001749,0.735,-53.8573030667671
1.21547816001749,0.74,-53.7668041435222
1.21547816001749,0.745,-53.6765982181175
1.21547816001749,0.75,-53.5866815012169
1.21547816001749,0.755,-53.4970502918862
1.21547816001749,0.76,-53.4077009747418
1.21547816001749,0.765,-53.3186300171888
1.21547816001749,0.77,-53.2298339667461
1.21547816001749,0.775,-53.1413094484537
1.21547816001749,0.78,-53.0530531623617
1.21547816001749,0.785,-52.9650618810963
1.21547816001749,0.79,-52.8773324475014
1.21547816001749,0.795,-52.7898617723523
1.21547816001749,0.8,-52.7026468321408
1.21547816001749,0.805,-52.6156846669269
1.21547816001749,0.81,-52.528972378258
1.21547816001749,0.815,-52.4425071271508
1.21547816001749,0.82,-52.3562861321355
1.21547816001749,0.825,-52.2703066673603
1.21547816001749,0.83,-52.1845660607542
1.21547816001749,0.835,-52.0990616922459
1.21547816001749,0.84,-52.0137909920383
1.21547816001749,0.845,-51.9287514389361
1.21547816001749,0.85,-51.8439405587259
1.21547816001749,0.855,-51.7593559226062
1.21547816001749,0.86,-51.6749951456674
1.21547816001749,0.865,-51.5908558854197
1.21547816001749,0.87,-51.5069358403672
1.21547816001749,0.875,-51.4232327486286
1.21547816001749,0.88,-51.3397443866022
1.21547816001749,0.885,-51.256468567674
1.21547816001749,0.89,-51.1734031409686
1.21547816001749,0.895,-51.0905459901423
1.21547816001749,0.9,-51.0078950322158
1.21547816001749,0.905,-50.9254482164478
1.21547816001749,0.91,-50.8432035232465
1.21547816001749,0.915,-50.7611589631203
1.21547816001749,0.92,-50.6793125756648
1.21547816001749,0.925,-50.5976624285882
1.21547816001749,0.93,-50.5162066167703
1.21547816001749,0.935,-50.4349432613589
1.21547816001749,0.94,-50.3538705088999
1.21547816001749,0.945,-50.2729865305013
1.21547816001749,0.95,-50.1922895210308
1.21547816001749,0.955,-50.1117776983462
1.21547816001749,0.96,-50.0314493025583
1.21547816001749,0.965,-49.9513025953247
1.21547816001749,0.97,-49.8713358591753
1.21547816001749,0.975,-49.7915473968684
1.21547816001749,0.98,-49.7119355307764
1.21547816001749,0.985,-49.6324986023015
1.21547816001749,0.99,-49.55323497132
1.21547816001749,0.995,-49.4741430156555
1.21547816001749,1,-49.3952211305794
1.21547816001749,1.005,-49.3164677283401
1.21547816001749,1.01,-49.237881237718
1.21547816001749,1.015,-49.1594601036074
1.21547816001749,1.02,-49.0812027866248
1.21547816001749,1.025,-49.0031077627422
1.21547816001749,1.03,-48.9251735229456
1.21547816001749,1.035,-48.847398572918
1.21547816001749,1.04,-48.7697814327461
1.21547816001749,1.045,-48.6923206366509
1.21547816001749,1.05,-48.6150147327409
1.21547816001749,1.055,-48.5378622827877
1.21547816001749,1.06,-48.4608618620236
1.21547816001749,1.065,-48.3840120589602
1.21547816001749,1.07,-48.3073114752279
1.21547816001749,1.075,-48.2307587254358
1.21547816001749,1.08,-48.1543524370506
1.21547816001749,1.085,-48.0780912502946
1.21547816001749,1.09,-48.0019738180628
1.21547816001749,1.095,-47.9259988058565
1.21547816001749,1.1,-47.8501648917351
1.21547816001749,1.105,-47.774470766284
1.21547816001749,1.11,-47.6989151325979
1.21547816001749,1.115,-47.6234967062799
1.21547816001749,1.12,-47.5482142154551
1.21547816001749,1.125,-47.4730664007974
1.21547816001749,1.13,-47.3980520155702
1.21547816001749,1.135,-47.323169825679
1.21547816001749,1.14,-47.2484186097361
1.21547816001749,1.145,-47.1737971591363
1.21547816001749,1.15,-47.0993042781424
1.21547816001749,1.155,-47.0249387839812
1.21547816001749,1.16,-46.9506995069476
1.21547816001749,1.165,-46.8765852905173
1.21547816001749,1.17,-46.8025949914668
1.21547816001749,1.175,-46.7287274799998
1.21547816001749,1.18,-46.6549816398798
1.21547816001749,1.185,-46.5813563685683
1.21547816001749,1.19,-46.5078505773663
1.21547816001749,1.195,-46.4344631915611
1.21547816001749,1.2,-46.3611931505745
1.21547816001749,1.205,-46.288039408115
1.21547816001749,1.21,-46.2150009323298
1.21547816001749,1.215,-46.1420767059593
1.21547816001749,1.22,-46.0692657264905
1.21547816001749,1.225,-45.996567006311
1.21547816001749,1.23,-45.9239795728609
1.21547816001749,1.235,-45.8515024687834
1.21547816001749,1.24,-45.779134752073
1.21547816001749,1.245,-45.7068754962201
1.21547816001749,1.25,-45.6347237903526
1.21547816001749,1.255,-45.5626787393725
1.21547816001749,1.26,-45.490739464088
1.21547816001749,1.265,-45.4189051013407
1.21547816001749,1.27,-45.3471748041254
1.21547816001749,1.275,-45.2755477417051
1.21547816001749,1.28,-45.2040230997181
1.21547816001749,1.285,-45.1326000802778
1.21547816001749,1.29,-45.0612779020653
1.21547816001749,1.295,-44.9900558004127
1.21547816001749,1.3,-44.9189330273789
1.21547816001749,1.305,-44.8479088518157
1.21547816001749,1.31,-44.7769825594251
1.21547816001749,1.315,-44.7061534528068
1.21547816001749,1.32,-44.6354208514954
1.21547816001749,1.325,-44.5647840919888
1.21547816001749,1.33,-44.494242527765
1.21547816001749,1.335,-44.4237955292891
1.21547816001749,1.34,-44.3534424840096
1.21547816001749,1.345,-44.2831827963439
1.21547816001749,1.35,-44.2130158876528
1.21547816001749,1.355,-44.1429411962049
1.21547816001749,1.36,-44.0729581771287
1.21547816001749,1.365,-44.0030663023553
1.21547816001749,1.37,-43.9332650605489
1.21547816001749,1.375,-43.8635539570272
1.21547816001749,1.38,-43.7939325136709
1.21547816001749,1.385,-43.7244002688224
1.21547816001749,1.39,-43.6549567771737
1.21547816001749,1.395,-43.5856016096442
1.21547816001749,1.4,-43.5163343532483
1.21547816001749,1.405,-43.4471546109528
1.21547816001749,1.41,-43.3780620015243
1.21547816001749,1.415,-43.3090561593671
1.21547816001749,1.42,-43.2401367343519
1.21547816001749,1.425,-43.1713033916353
1.21547816001749,1.43,-43.1025558114704
1.21547816001749,1.435,-43.0338936890088
1.21547816001749,1.44,-42.9653167340948
1.21547816001749,1.445,-42.8968246710512
1.21547816001749,1.45,-42.8284172384585
1.21547816001749,1.455,-42.7600941889253
1.21547816001749,1.46,-42.6918552888538
1.21547816001749,1.465,-42.6237003181975
1.21547816001749,1.47,-42.5556290702135
1.21547816001749,1.475,-42.4876413512085
1.21547816001749,1.48,-42.4197369802807
1.21547816001749,1.485,-42.351915789055
1.21547816001749,1.49,-42.2841776214158
1.21547816001749,1.495,-42.2165223332335
1.21547816001749,1.5,-42.1489497920895
1.21547816001749,1.505,-42.0814598769958
1.21547816001749,1.51,-42.0140524781134
1.21547816001749,1.515,-41.9467274964669
1.21547816001749,1.52,-41.8794848436579
1.21547816001749,1.525,-41.8123244415759
1.21547816001749,1.53,-41.7452462221082
1.21547816001749,1.535,-41.6782501268491
1.21547816001749,1.54,-41.6113361068076
1.21547816001749,1.545,-41.5445041221156
1.21547816001749,1.55,-41.4777541417359
1.21547816001749,1.555,-41.4110861431705
1.21547816001749,1.56,-41.34450011217
1.21547816001749,1.565,-41.2779960424435
1.21547816001749,1.57,-41.2115739353704
1.21547816001749,1.575,-41.1452337997138
1.21547816001749,1.58,-41.0789756513358
1.21547816001749,1.585,-41.0127995129146
1.21547816001749,1.59,-40.9467054136653
1.21547816001749,1.595,-40.8806933890623
1.21547816001749,1.6,-40.8147634805653
1.21547816001749,1.605,-40.7489157353487
1.21547816001749,1.61,-40.683150206034
1.21547816001749,1.615,-40.6174669504264
1.21547816001749,1.62,-40.5518660312548
1.21547816001749,1.625,-40.4863475159167
1.21547816001749,1.63,-40.4209114762262
1.21547816001749,1.635,-40.3555579881676
1.21547816001749,1.64,-40.2902871316525
1.21547816001749,1.645,-40.2250989902826
1.21547816001749,1.65,-40.1599936511166
1.21547816001749,1.655,-40.0949712044422
1.21547816001749,1.66,-40.0300317435534
1.21547816001749,1.665,-39.9651753645328
1.21547816001749,1.67,-39.900402166039
1.21547816001749,1.675,-39.8357122490992
1.21547816001749,1.68,-39.7711057169076
1.21547816001749,1.685,-39.7065826746288
1.21547816001749,1.69,-39.6421432292065
1.21547816001749,1.695,-39.5777874891783
1.21547816001749,1.7,-39.5135155644952
1.21547816001749,1.705,-39.449327566347
1.21547816001749,1.71,-39.3852236069935
1.21547816001749,1.715,-39.3212037996002
1.21547816001749,1.72,-39.2572682580807
1.21547816001749,1.725,-39.1934170969437
1.21547816001749,1.73,-39.1296504311455
1.21547816001749,1.735,-39.0659683759484
1.21547816001749,1.74,-39.0023710467841
1.21547816001749,1.745,-38.9388585591219
1.21547816001749,1.75,-38.8754310283436
1.21547816001749,1.755,-38.8120885696217
1.21547816001749,1.76,-38.7488312978044
1.21547816001749,1.765,-38.6856593273047
1.21547816001749,1.77,-38.6225727719946
1.21547816001749,1.775,-38.5595717451047
1.21547816001749,1.78,-38.496656359128
1.21547816001749,1.785,-38.433826725729
1.21547816001749,1.79,-38.3710829556569
1.21547816001749,1.795,-38.3084251586641
1.21547816001749,1.8,-38.2458534434284
1.21547816001749,1.805,-38.1833679174803
1.21547816001749,1.81,-38.1209686871342
1.21547816001749,1.815,-38.0586558574236
1.21547816001749,1.82,-37.9964295320411
1.21547816001749,1.825,-37.9342898132815
1.21547816001749,1.83,-37.8722368019898
1.21547816001749,1.835,-37.8102705975122
1.21547816001749,1.84,-37.7483912976511
1.21547816001749,1.845,-37.6865989986235
1.21547816001749,1.85,-37.6248937950235
1.21547816001749,1.855,-37.5632757797875
1.21547816001749,1.86,-37.5017450441628
1.21547816001749,1.865,-37.4403016776798
1.21547816001749,1.87,-37.3789457681269
1.21547816001749,1.875,-37.3176774015285
1.21547816001749,1.88,-37.2564966621258
1.21547816001749,1.885,-37.1954036323607
1.21547816001749,1.89,-37.1343983928617
1.21547816001749,1.895,-37.0734810224335
1.21547816001749,1.9,-37.0126515980477
1.21547816001749,1.905,-36.9519101948372
1.21547816001749,1.91,-36.8912568860918
1.21547816001749,1.915,-36.8306917432571
1.21547816001749,1.92,-36.7702148359345
1.21547816001749,1.925,-36.7098262318837
1.21547816001749,1.93,-36.6495259970276
1.21547816001749,1.935,-36.5893141954578
1.21547816001749,1.94,-36.5291908894434
1.21547816001749,1.945,-36.4691561394404
1.21547816001749,1.95,-36.4092100041029
1.21547816001749,1.955,-36.3493525402962
1.21547816001749,1.96,-36.2895838031112
1.21547816001749,1.965,-36.2299038458799
1.21547816001749,1.97,-36.1703127201927
1.21547816001749,1.975,-36.1108104759163
1.21547816001749,1.98,-36.0513971612135
1.21547816001749,1.985,-35.9920728225633
1.21547816001749,1.99,-35.9328375047831
1.21547816001749,1.995,-35.8736912510506
1.21547816001749,2,-35.8146341029274
1.21547816001749,2.005,-35.7556661003836
1.21547816001749,2.01,-35.6967872818225
1.21547816001749,2.015,-35.6379976841065
1.21547816001749,2.02,-35.5792973425838
1.21547816001749,2.025,-35.5206862911152
1.21547816001749,2.03,-35.4621645621022
1.21547816001749,2.035,-35.4037321865146
1.21547816001749,2.04,-35.34538919392
1.21547816001749,2.045,-35.2871356125121
1.21547816001749,2.05,-35.2289714691408
1.21547816001749,2.055,-35.170896789342
1.21547816001749,2.06,-35.1129115973676
1.21547816001749,2.065,-35.0550159162159
1.21547816001749,2.07,-34.9972097676625
1.21547816001749,2.075,-34.9394931722912
1.21547816001749,2.08,-34.8818661495247
1.21547816001749,2.085,-34.8243287176559
1.21547816001749,2.09,-34.7668808938795
1.21547816001749,2.095,-34.7095226943227
1.21547816001749,2.1,-34.6522541340771
1.21547816001749,2.105,-34.5950752272297
1.21547816001749,2.11,-34.5379859868944
1.21547816001749,2.115,-34.4809864252432
1.21547816001749,2.12,-34.4240765535377
1.21547816001749,2.125,-34.3672563821597
1.21547816001749,2.13,-34.3105259206429
1.21547816001749,2.135,-34.253885177703
1.21547816001749,2.14,-34.1973341612693
1.21547816001749,2.145,-34.1408728785146
1.21547816001749,2.15,-34.0845013358859
1.21547816001749,2.155,-34.0282195391343
1.21547816001749,2.16,-33.9720274933454
1.21547816001749,2.165,-33.9159252029685
1.21547816001749,2.17,-33.8599126718466
1.21547816001749,2.175,-33.803989903245
1.21547816001749,2.18,-33.7481568998808
1.21547816001749,2.185,-33.6924136639512
1.21547816001749,2.19,-33.6367601971618
1.21547816001749,2.195,-33.5811965007552
1.21547816001749,2.2,-33.5257225755378
1.21547816001749,2.205,-33.470338421908
1.21547816001749,2.21,-33.415044039883
1.21547816001749,2.215,-33.3598394291255
1.21547816001749,2.22,-33.30472458897
1.21547816001749,2.225,-33.2496995184491
1.21547816001749,2.23,-33.1947642163191
1.21547816001749,2.235,-33.1399186810849
1.21547816001749,2.24,-33.0851629110257
1.21547816001749,2.245,-33.0304969042191
1.21547816001749,2.25,-32.9759206585654
1.21547816001749,2.255,-32.9214341718113
1.21547816001749,2.26,-32.8670374415739
1.21547816001749,2.265,-32.8127304653631
1.21547816001749,2.27,-32.7585132406046
1.21547816001749,2.275,-32.7043857646623
1.21547816001749,2.28,-32.6503480348601
1.21547816001749,2.285,-32.5964000485037
1.21547816001749,2.29,-32.5425418029011
1.21547816001749,2.295,-32.4887732953842
1.21547816001749,2.3,-32.4350945233287
1.21547816001749,2.305,-32.3815054841741
1.21547816001749,2.31,-32.3280061754436
1.21547816001749,2.315,-32.2745965947629
1.21547816001749,2.32,-32.2212767398795
1.21547816001749,2.325,-32.168046608681
1.21547816001749,2.33,-32.1149061992129
1.21547816001749,2.335,-32.0618555096969
1.21547816001749,2.34,-32.0088945385477
1.21547816001749,2.345,-31.9560232843903
1.21547816001749,2.35,-31.9032417460762
1.21547816001749,2.355,-31.8505499227002
1.21547816001749,2.36,-31.7979478136157
1.21547816001749,2.365,-31.7454354184507
1.21547816001749,2.37,-31.6930127371224
1.21547816001749,2.375,-31.6406797698523
1.21547816001749,2.38,-31.5884365171805
1.21547816001749,2.385,-31.5362829799801
1.21547816001749,2.39,-31.4842191594703
1.21547816001749,2.395,-31.4322450572303
1.21547816001749,2.4,-31.380360675212
1.21547816001749,2.405,-31.3285660157529
1.21547816001749,2.41,-31.2768610815885
1.21547816001749,2.415,-31.2252458758641
1.21547816001749,2.42,-31.1737204021467
1.21547816001749,2.425,-31.122284664436
1.21547816001749,2.43,-31.0709386671761
1.21547816001749,2.435,-31.0196824152658
