corte,expressao,posicao_mm,valor
x,Mag_H,2.644,19.635069751714838
x,Mag_H,2.648,19.496257812392216
x,Mag_H,2.652,19.362069075837756
x,Mag_H,2.6559999999999997,19.23254135299088
x,Mag_H,2.66,19.107713230337126
x,Mag_H,2.664,18.987624069908364
x,Mag_H,2.668,18.872314009282444
x,Mag_H,2.672,18.761823961583488
x,Mag_H,2.676,18.656195615481728
x,Mag_H,2.68,18.555471435193606
x,Mag_H,2.684,18.45969466048161
x,Mag_H,2.688,18.368909306654597
x,Mag_H,2.692,18.283160164567327
x,Mag_H,2.696,18.202492800620973
x,Mag_H,2.7,18.126953556762672
x,Mag_H,2.704,18.056589550485892
x,Mag_H,2.708,17.9914486748301
x,Mag_H,2.7119999999999997,17.93157959838104
x,Mag_H,2.716,17.877031765270523
x,Mag_H,2.72,17.827855395176666
x,Mag_H,2.724,17.784101483323592
x,Mag_H,2.728,17.745821800481664
x,Mag_H,2.732,17.713068892967406
x,Mag_H,2.736,17.685896082643485
x,Mag_H,2.74,17.664357466918766
x,Mag_H,2.744,17.648507918748166
x,Mag_H,2.7479999999999998,17.638403086632962
x,Mag_H,2.7520000000000002,17.63409939462038
x,Mag_H,2.7560000000000002,17.635654042303972
x,Mag_H,2.7600000000000002,17.643125004823336
x,Mag_H,2.7640000000000002,17.656571032864296
x,Mag_H,2.768,17.676051652658842
x,Mag_H,2.7720000000000002,17.70162716598505
x,Mag_H,2.7760000000000002,17.73335865016726
x,Mag_H,2.7800000000000002,17.69358832415334
x,Mag_H,2.7840000000000003,17.56125561977548
x,Mag_H,2.7880000000000003,17.43581608991725
x,Mag_H,2.7920000000000003,17.317326750962476
x,Mag_H,2.7960000000000003,17.20584909671323
x,Mag_H,2.8000000000000003,17.10144909838961
x,Mag_H,2.804,17.004197204630092
x,Mag_H,2.8080000000000003,16.914168341491077
x,Mag_H,2.8120000000000003,16.831441912447296
x,Mag_H,2.816,16.756101798391597
x,Mag_H,2.82,16.688236357634917
x,Mag_H,2.824,16.627938425906425
x,Mag_H,2.828,16.57530531635343
x,Mag_H,2.832,16.530438819541335
x,Mag_H,2.836,16.493445203453852
x,Mag_H,2.8399999999999994,16.464435213492692
x,Mag_H,2.844,16.443524072477807
x,Mag_H,2.848,16.400549318744577
x,Mag_H,2.852,16.309246921968196
x,Mag_H,2.856,16.218455306377965
x,Mag_H,2.8599999999999994,16.128178492034863
x,Mag_H,2.864,16.038420418944508
x,Mag_H,2.868,15.949184947056683
x,Mag_H,2.872,15.860475856265897
x,Mag_H,2.876,15.772296846411004
x,Mag_H,2.88,15.684651537275295
x,Mag_H,2.884,15.597543468586466
x,Mag_H,2.888,15.510976100016766
x,Mag_H,2.892,15.424952811182857
x,Mag_H,2.8959999999999995,15.339476901645815
x,Mag_H,2.9,15.254551590911213
x,Mag_H,2.904,15.170180018429019
x,Mag_H,2.908,15.086365243593697
x,Mag_H,2.912,15.004072081593156
x,Mag_H,2.9159999999999995,14.99958841333774
x,Mag_H,2.92,14.994694183704748
x,Mag_H,2.924,14.989372325011947
x,Mag_H,2.928,14.983606062347384
x,Mag_H,2.932,14.977378913569757
x,Mag_H,2.936,14.970674689308016
x,Mag_H,2.94,14.963477492961694
x,Mag_H,2.944,14.955771720700765
x,Mag_H,2.948,14.947542061465537
x,Mag_H,2.9519999999999995,14.938773496966919
x,Mag_H,2.956,14.929451301686226
x,Mag_H,2.96,14.91956104287521
x,Mag_H,2.964,14.909088580556093
x,Mag_H,2.968,14.898020067521475
x,Mag_H,2.972,14.886341949334517
x,Mag_H,2.976,14.874040964328822
x,Mag_H,2.98,14.861104143608376
x,Mag_H,2.984,14.847518811047616
x,Mag_H,2.988,14.833272583291498
x,Mag_H,2.992,14.818353369755409
x,Mag_H,2.996,14.802749372625156
x,Mag_H,3.0,14.786449086857056
x,Mag_H,3.004,14.76944130017782
x,Mag_H,3.0079999999999996,14.751715093084677
x,Mag_H,3.012,14.733259838845221
x,Mag_H,3.016,14.71406520349754
x,Mag_H,3.02,14.69412114585019
x,Mag_H,3.024,14.673417917482269
x,Mag_H,3.028,14.651946062743086
x,Mag_H,3.032,14.629696418752602
x,Mag_H,3.036,14.606660115401155
x,Mag_H,3.04,14.582828575349625
x,Mag_H,3.0439999999999996,14.558193514029204
x,Mag_H,3.048,14.532746939641628
x,Mag_H,3.052,14.506481153159099
x,Mag_H,3.056,14.479388748324174
x,Mag_H,3.06,14.451462611649978
x,Mag_H,3.0639999999999996,14.42269592242004
x,Mag_H,3.068,14.39308215268827
x,Mag_H,3.072,14.362615067279185
x,Mag_H,3.076,14.331288723787626
x,Mag_H,3.08,14.299097472578937
x,Mag_H,3.084,14.266035956788905
x,Mag_H,3.088,14.232099112323764
x,Mag_H,3.092,14.19728216786023
x,Mag_H,3.096,14.161580644845447
x,Mag_H,3.0999999999999996,14.124990357496994
x,Mag_H,3.104,14.087507412802962
x,Mag_H,3.108,14.049128210521824
x,Mag_H,3.112,14.009849443182558
x,Mag_H,3.116,13.969668096084563
x,Mag_H,3.1199999999999997,13.92858144729769
x,Mag_H,3.124,13.886587067662282
x,Mag_H,3.128,13.843682820789093
x,Mag_H,3.132,13.79986686305935
x,Mag_H,3.136,13.755137643624716
x,Mag_H,3.14,13.709493904407333
x,Mag_H,3.144,13.662934680099783
x,Mag_H,3.148,13.615459298165089
x,Mag_H,3.152,13.567067378836725
x,Mag_H,3.1559999999999997,13.517758835118675
x,Mag_H,3.16,13.467533872785275
x,Mag_H,3.164,13.4163929903814
x,Mag_H,3.168,13.364336979222335
x,Mag_H,3.172,13.31136692339381
x,Mag_H,3.176,13.257484199752051
x,Mag_H,3.18,13.20269047792372
x,Mag_H,3.184,13.146987720305892
x,Mag_H,3.188,13.090378182066148
x,Mag_H,3.1919999999999997,13.032864411142484
x,Mag_H,3.196,12.974449248243412
x,Mag_H,3.2,12.915135826847786
x,Mag_H,3.204,12.85492757320501
x,Mag_H,3.208,12.793828206334878
x,Mag_H,3.2119999999999997,12.731841738027697
x,Mag_H,3.216,12.668972472844205
x,Mag_H,3.22,12.60522500811552
x,Mag_H,3.224,12.54060423394334
x,Mag_H,3.228,12.475115333199723
x,Mag_H,3.232,12.408763781527231
x,Mag_H,3.236,12.34155534733881
x,Mag_H,3.24,12.273496091817938
x,Mag_H,3.244,12.204592368918505
x,Mag_H,3.2479999999999998,12.134850825364845
x,Mag_H,3.2520000000000002,12.064278400651798
x,Mag_H,3.2560000000000002,11.992882327044565
x,Mag_H,3.2600000000000002,11.920670129578905
x,Mag_H,3.2640000000000002,11.847649626060923
x,Mag_H,3.268,11.773828927067262
x,Mag_H,3.2720000000000002,11.699216435945017
x,Mag_H,3.2760000000000002,11.623820848811665
x,Mag_H,3.2800000000000002,11.547651154555187
x,Mag_H,3.2840000000000003,11.470716634833996
x,Mag_H,3.2880000000000003,11.393026864076983
x,Mag_H,3.2920000000000003,11.314591709483478
x,Mag_H,3.2960000000000003,11.235421331023264
x,Mag_H,3.3000000000000003,11.155526181436546
x,Mag_H,3.304,11.074917006234054
x,Mag_H,3.3080000000000003,10.993604843696877
x,Mag_H,3.3120000000000003,10.911601024876653
x,Mag_H,3.3160000000000003,10.828917173595391
x,Mag_H,3.3200000000000003,10.745565206445626
x,Mag_H,3.324,10.661557332790277
x,Mag_H,3.3280000000000003,10.576906054762755
x,Mag_H,3.332,10.491624167266908
x,Mag_H,3.336,10.40572475797706
x,Mag_H,3.3399999999999994,10.319221207337963
x,Mag_H,3.344,10.232127188564833
x,Mag_H,3.348,10.144456667643325
x,Mag_H,3.352,10.056223903329563
x,Mag_H,3.356,9.967443447150142
x,Mag_H,3.3599999999999994,9.878130143402064
x,Mag_H,3.364,9.788299129152788
x,Mag_H,3.368,9.697965834240255
x,Mag_H,3.372,9.607145981272872
x,Mag_H,3.376,9.515855585629442
x,Mag_H,3.38,9.424110955459279
x,Mag_H,3.384,9.331928691682089
x,Mag_H,3.388,9.239325687988103
x,Mag_H,3.392,9.14631913083793
x,Mag_H,3.3959999999999995,9.0529264994627
x,Mag_H,3.4,8.959165565863934
x,Mag_H,3.404,8.865054394813669
x,Mag_H,3.408,8.770611343854334
x,Mag_H,3.412,8.67585506329885
x,Mag_H,3.4159999999999995,8.580804496230542
x,Mag_H,3.42,8.485478878503276
x,Mag_H,3.424,8.389897738741325
x,Mag_H,3.428,8.29408089833934
x,Mag_H,3.432,8.198048471462549
x,Mag_H,3.436,8.101820865046552
x,Mag_H,3.44,8.005418778797456
x,Mag_H,3.444,7.908863205191768
x,Mag_H,3.448,7.812175429476445
x,Mag_H,3.4519999999999995,7.7153770296689705
x,Mag_H,3.456,7.618489876557215
x,Mag_H,3.46,7.521536133699511
x,Mag_H,3.464,7.424538257424652
x,Mag_H,3.468,7.327518996831882
x,Mag_H,3.472,7.230501393790933
x,Mag_H,3.476,7.133508782941894
x,Mag_H,3.48,7.036564791695435
x,Mag_H,3.484,6.939693340232553
x,Mag_H,3.4879999999999995,6.842918641504807
x,Mag_H,3.492,6.74626520123412
x,Mag_H,3.496,6.64975781791294
x,Mag_H,3.5,6.553421582804135
x,Mag_H,3.504,8.855384508122272
x,Mag_H,3.5079999999999996,8.80631478310974
x,Mag_H,3.512,8.75743455365329
x,Mag_H,3.516,8.70874429508326
x,Mag_H,3.52,8.660244473219276
x,Mag_H,3.524,8.611935544370406
x,Mag_H,3.528,8.563817955334935
x,Mag_H,3.532,8.515892143400684
x,Mag_H,3.536,8.468158536344744
x,Mag_H,3.54,8.420617552433606
x,Mag_H,3.5439999999999996,8.373269600423164
x,Mag_H,3.548,8.326115079558571
x,Mag_H,3.552,8.279154379574436
x,Mag_H,3.556,8.232387880694786
x,Mag_H,3.56,8.18581595363284
x,Mag_H,3.5639999999999996,8.139438959591368
x,Mag_H,3.568,8.093257250262363
x,Mag_H,3.572,8.047271167827327
x,Mag_H,3.576,8.001481044957023
x,Mag_H,3.58,7.955887204811573
x,Mag_H,3.584,7.910489961040579
x,Mag_H,3.588,7.865289617782879
x,Mag_H,3.592,7.8202864696668
x,Mag_H,3.596,7.775480801809905
x,Mag_H,3.5999999999999996,7.730872889819255
x,Mag_H,3.604,7.68646299979117
x,Mag_H,3.608,7.642251388311442
x,Mag_H,3.612,7.598238302455135
x,Mag_H,3.616,7.554423979786712
x,Mag_H,3.6199999999999997,7.5108086483600545
x,Mag_H,3.624,7.467392526718355
x,Mag_H,3.628,7.424175823894169
x,Mag_H,3.632,7.381158739409433
x,Mag_H,3.6359999999999997,7.338341463275485
x,Mag_H,3.64,7.29572417599302
x,Mag_H,3.644,7.253307048552056
x,Mag_H,3.648,7.211090242431975
x,Mag_H,3.652,7.169073909601626
x,Mag_H,3.6559999999999997,7.127258192519095
x,Mag_H,3.66,7.085643224131961
x,Mag_H,3.664,7.044229127877049
x,Mag_H,3.668,7.003016017680641
x,Mag_H,3.672,6.962003997958361
x,Mag_H,3.676,6.921193163615192
x,Mag_H,3.68,6.880583600045473
x,Mag_H,3.684,6.840175383132929
x,Mag_H,3.688,6.79996857925069
x,Mag_H,3.6919999999999997,6.759963245261163
x,Mag_H,3.696,6.720159428516221
x,Mag_H,3.7,6.680557166856993
x,Mag_H,3.704,6.641156488614103
x,Mag_H,3.708,6.601957412607435
x,Mag_H,3.7119999999999997,6.562959948146324
x,Mag_H,3.716,6.524164095029407
x,Mag_H,3.72,6.485569843544737
x,Mag_H,3.724,6.447177174469695
x,Mag_H,3.728,6.408986059071059
x,Mag_H,3.732,6.370996459104926
x,Mag_H,3.736,6.333208326816872
x,Mag_H,3.74,6.295621604941706
x,Mag_H,3.744,6.258236226703711
x,Mag_H,3.7479999999999998,6.221052115816449
x,Mag_H,3.7520000000000002,6.184069186482926
x,Mag_H,3.7560000000000002,6.147287343395449
x,Mag_H,3.7600000000000002,6.110706481735741
x,Mag_H,3.7640000000000002,6.074326487174913
x,Mag_H,3.768,6.038147235873371
x,Mag_H,3.7720000000000002,6.002168594480928
x,Mag_H,3.7760000000000002,5.966390420136779
x,Mag_H,3.7800000000000002,5.93081256046946
x,Mag_H,3.784,5.895434853596888
x,Mag_H,3.7880000000000003,5.860257128126349
x,Mag_H,3.7920000000000003,5.825279203154484
x,Mag_H,3.7960000000000003,5.790500888267336
x,Mag_H,3.8000000000000003,5.7559219835402535
x,Mag_H,3.804,5.721542279538016
x,Mag_H,3.8080000000000003,5.687361557314723
x,Mag_H,3.8120000000000003,5.653379588413903
x,Mag_H,3.8160000000000003,5.619596134868362
x,Mag_H,3.8200000000000003,5.586010949200361
x,Mag_H,3.824,5.552623774421472
x,Mag_H,3.8280000000000003,5.519434344032665
x,Mag_H,3.8320000000000003,5.486442382024249
x,Mag_H,3.8360000000000003,5.453647602875937
x,Mag_H,3.8399999999999994,5.421049711556798
x,Mag_H,3.844,5.388648403525229
x,Mag_H,3.848,5.356443364729065
x,Mag_H,3.852,5.324434271605461
x,Mag_H,3.856,5.292620791080917
x,Mag_H,3.8599999999999994,5.261002580571382
x,Mag_H,3.864,5.229579287982083
x,Mag_H,3.868,5.198350551707696
x,Mag_H,3.872,5.167316000632202
x,Mag_H,3.876,5.136475254128959
x,Mag_H,3.88,5.1058279220607306
x,Mag_H,3.884,5.075373604779617
x,Mag_H,3.888,5.045111893127102
x,Mag_H,3.892,5.0150423684339875
x,Mag_H,3.8959999999999995,4.985164602520533
x,Mag_H,3.9,4.955478157696284
x,Mag_H,3.904,4.925982586760203
x,Mag_H,3.908,4.896677433000593
x,Mag_H,3.9119999999999995,4.867562230195135
x,Mag_H,3.916,4.8386365026108855
x,Mag_H,3.92,4.809899765004247
x,Mag_H,3.9239999999999995,4.781351522621023
x,Mag_H,3.928,4.752991271196331
x,Mag_H,3.9319999999999995,4.724818496954725
x,Mag_H,3.9360000000000004,4.696832676610079
x,Mag_H,3.94,4.669033277365646
x,Mag_H,3.9439999999999995,4.641419756914043
x,Mag_H,3.948,4.6139915634372635
x,Mag_H,3.9519999999999995,4.586748135606671
x,Mag_H,3.9560000000000004,4.5596889025829865
x,Mag_H,3.96,4.532813284016297
x,Mag_H,3.9639999999999995,4.506120690046073
x,Mag_H,3.968,4.479610521301137
x,Mag_H,3.972,4.453282168899689
x,Mag_H,3.9760000000000004,4.427135014449263
x,Mag_H,3.98,4.401168430046828
x,Mag_H,3.9839999999999995,4.375381778278687
x,Mag_H,3.988,4.349774412220471
x,Mag_H,3.992,4.324345675437239
x,Mag_H,3.9960000000000004,4.299094901983385
x,Mag_H,4.0,4.274021416402687
y,Mag_H,0.0,5.8840064833368455
y,Mag_H,0.004,5.9128586491608495
y,Mag_H,0.008,5.941752117648654
y,Mag_H,0.012,5.970687199965553
y,Mag_H,0.016,5.999664235295985
y,Mag_H,0.02,6.028683590843414
y,Mag_H,0.024,6.057745661830447
y,Mag_H,0.028,6.086850871498731
y,Mag_H,0.032,6.115999671109028
y,Mag_H,0.036,6.145192539941152
y,Mag_H,0.04,6.174429985294024
y,Mag_H,0.044,6.203712542485623
y,Mag_H,0.048,6.233040774853045
y,Mag_H,0.052000000000000005,6.262415273752426
y,Mag_H,0.056,6.291836658559048
y,Mag_H,0.05999999999999999,6.321305576667204
y,Mag_H,0.064,6.350822703490311
y,Mag_H,0.068,6.380388742460872
y,Mag_H,0.072,6.4100044250304595
y,Mag_H,0.076,6.439670510669738
y,Mag_H,0.08,6.469387786868433
y,Mag_H,0.084,6.499157069135394
y,Mag_H,0.088,6.52897920099851
y,Mag_H,0.092,6.558855054004774
y,Mag_H,0.096,6.58878552772028
y,Mag_H,0.1,6.6187715497301625
y,Mag_H,0.10400000000000001,6.648814075638669
y,Mag_H,0.108,6.678914089069127
y,Mag_H,0.112,6.70907260166395
y,Mag_H,0.11599999999999999,6.739290653084615
y,Mag_H,0.11999999999999998,6.769569311011708
y,Mag_H,0.124,6.799909671144879
y,Mag_H,0.128,6.830312857202864
y,Mag_H,0.132,6.860780020923497
y,Mag_H,0.136,6.891312342063676
y,Mag_H,0.14,6.921911028399387
y,Mag_H,0.144,6.952577315725702
y,Mag_H,0.148,6.983312467856781
y,Mag_H,0.152,7.014117776625866
y,Mag_H,0.156,7.04499456188527
y,Mag_H,0.16,7.075944171506412
y,Mag_H,0.164,7.1069679813797455
y,Mag_H,0.168,7.138067395414877
y,Mag_H,0.17200000000000001,7.169243845540434
y,Mag_H,0.176,7.200498791704177
y,Mag_H,0.18,7.231833721872913
y,Mag_H,0.184,7.263250152032548
y,Mag_H,0.18799999999999997,7.294749626188063
y,Mag_H,0.192,7.326333716363532
y,Mag_H,0.196,7.358004022602112
y,Mag_H,0.2,7.38976217296602
y,Mag_H,0.20400000000000001,7.421609823536602
y,Mag_H,0.20800000000000002,7.453548658414223
y,Mag_H,0.212,7.4855803897184
y,Mag_H,0.216,7.517706757587687
y,Mag_H,0.22,7.54992953017975
y,Mag_H,0.224,7.582250503671295
y,Mag_H,0.228,7.614671502258174
y,Mag_H,0.23199999999999998,7.647194378155238
y,Mag_H,0.23600000000000002,7.679821011596514
y,Mag_H,0.23999999999999996,7.712553310835047
y,Mag_H,0.244,7.7453932121430045
y,Mag_H,0.248,7.778342679811604
y,Mag_H,0.252,7.811403706151158
y,Mag_H,0.256,7.84457831149107
y,Mag_H,0.26,7.8778685441798295
y,Mag_H,0.264,7.911276480584992
y,Mag_H,0.268,7.944804225093217
y,Mag_H,0.272,7.978453910110221
y,Mag_H,0.276,8.012227696060807
y,Mag_H,0.28,8.046127771388912
y,Mag_H,0.28400000000000003,8.080156352557488
y,Mag_H,0.288,8.114315684048604
y,Mag_H,0.292,8.148608038363395
y,Mag_H,0.296,8.18303571602212
y,Mag_H,0.3,8.217601045564065
y,Mag_H,0.304,8.25230638354764
y,Mag_H,0.308,8.287154114550304
y,Mag_H,0.312,8.322146651168657
y,Mag_H,0.316,8.357286434018297
y,Mag_H,0.32,8.392575931733992
y,Mag_H,0.324,8.428017640969523
y,Mag_H,0.328,8.463614086397811
y,Mag_H,0.33199999999999996,8.499367820710816
y,Mag_H,0.336,8.535281424619612
y,Mag_H,0.34,8.571357506854309
y,Mag_H,0.34400000000000003,8.607598704164172
y,Mag_H,0.34800000000000003,8.644007681317506
y,Mag_H,0.352,8.680587131101696
y,Mag_H,0.356,8.717339774323209
y,Mag_H,0.36,8.754268359807604
y,Mag_H,0.364,8.791375664399546
y,Mag_H,0.368,8.828664492962737
y,Mag_H,0.372,8.866137678380005
y,Mag_H,0.37599999999999995,8.903798081553218
y,Mag_H,0.38,8.941648591403377
y,Mag_H,0.384,8.979692124870532
y,Mag_H,0.388,9.0179316269138
y,Mag_H,0.392,9.056370070511429
y,Mag_H,0.396,9.095010456660715
y,Mag_H,0.4,9.133855814378073
y,Mag_H,0.404,9.172909200698948
y,Mag_H,0.40800000000000003,9.212173700677896
y,Mag_H,0.41200000000000003,9.251652427388557
y,Mag_H,0.41600000000000004,9.291348521923677
y,Mag_H,0.41999999999999993,9.331265153395057
y,Mag_H,0.424,9.37140551893356
y,Mag_H,0.428,9.411772843689155
y,Mag_H,0.432,9.452370380830935
y,Mag_H,0.43599999999999994,9.497065960303624
y,Mag_H,0.44,9.542760072774588
y,Mag_H,0.444,9.588805468746061
y,Mag_H,0.448,9.635204449000982
y,Mag_H,0.452,9.681959301573247
y,Mag_H,0.456,9.729072301747848
y,Mag_H,0.46,9.77654571206068
y,Mag_H,0.46399999999999997,9.824381782298765
y,Mag_H,0.468,9.872582749500152
y,Mag_H,0.47200000000000003,9.921150837953876
y,Mag_H,0.47600000000000003,9.970088259200002
y,Mag_H,0.4799999999999999,10.01939721202963
y,Mag_H,0.484,10.069079882484882
y,Mag_H,0.488,10.119138443858917
y,Mag_H,0.49200000000000005,10.169575056695892
y,Mag_H,0.496,10.220391868791022
y,Mag_H,0.5,10.271591015190497
y,Mag_H,0.504,8.627376151099712
y,Mag_H,0.508,8.716132105838177
y,Mag_H,0.512,8.805013853904862
y,Mag_H,0.5159999999999999,8.894010484990545
y,Mag_H,0.52,8.983111217001909
y,Mag_H,0.524,9.072305396061553
y,Mag_H,0.528,9.161582496507913
y,Mag_H,0.532,9.250932120895452
y,Mag_H,0.536,9.34034399999441
y,Mag_H,0.54,9.429807992790973
y,Mag_H,0.544,9.519314086487235
y,Mag_H,0.548,9.60885239650121
y,Mag_H,0.552,9.69841316646677
y,Mag_H,0.556,9.78798676823371
y,Mag_H,0.56,9.877563701867736
y,Mag_H,0.5640000000000001,9.967134595650407
y,Mag_H,0.5680000000000001,10.05669020607928
y,Mag_H,0.5720000000000001,10.146221417867704
y,Mag_H,0.576,10.235719243944972
y,Mag_H,0.58,10.325174825456335
y,Mag_H,0.584,10.414579431762853
y,Mag_H,0.588,10.503924460441553
y,Mag_H,0.592,10.593201437285309
y,Mag_H,0.596,10.682402016302962
y,Mag_H,0.6,10.771517979719185
y,Mag_H,0.6039999999999999,10.860541237974616
y,Mag_H,0.608,10.949463829725714
y,Mag_H,0.612,11.03827792184494
y,Mag_H,0.616,11.1269758094206
y,Mag_H,0.62,11.21362522344442
y,Mag_H,0.624,11.287215210546846
y,Mag_H,0.628,11.360775748909168
y,Mag_H,0.632,11.434301671436359
y,Mag_H,0.636,11.507787884938105
y,Mag_H,0.64,11.581229370128927
y,Mag_H,0.644,11.654621181628062
y,Mag_H,0.648,11.727958447959493
y,Mag_H,0.652,11.801236371552069
y,Mag_H,0.656,11.874450228739244
y,Mag_H,0.66,11.947595369759352
y,Mag_H,0.6639999999999999,12.020667218755495
y,Mag_H,0.668,12.093661273775462
y,Mag_H,0.672,12.16657310677185
y,Mag_H,0.676,12.239398363602037
y,Mag_H,0.68,12.312132764028132
y,Mag_H,0.684,12.384772101717024
y,Mag_H,0.6880000000000001,12.457312244240375
y,Mag_H,0.692,12.529749133074587
y,Mag_H,0.6960000000000001,12.602078783600838
y,Mag_H,0.7000000000000001,12.674297285105085
y,Mag_H,0.704,12.746400800778023
y,Mag_H,0.708,12.818385567715104
y,Mag_H,0.712,12.890247896916614
y,Mag_H,0.716,12.961984173287506
y,Mag_H,0.72,13.033590855637547
y,Mag_H,0.7239999999999999,13.105064476681292
y,Mag_H,0.728,13.176401643037993
y,Mag_H,0.732,13.247599035231744
y,Mag_H,0.736,13.318653407691336
y,Mag_H,0.74,13.389561588750361
y,Mag_H,0.744,13.46032048064714
y,Mag_H,0.748,13.530927059524833
y,Mag_H,0.7519999999999999,13.601378375431288
y,Mag_H,0.756,13.671671552319115
y,Mag_H,0.76,13.741803788045758
y,Mag_H,0.764,13.811772354373378
y,Mag_H,0.768,13.881574596968862
y,Mag_H,0.772,13.95120793540396
y,Mag_H,0.776,14.020669863155115
y,Mag_H,0.7799999999999999,14.089957947603521
y,Mag_H,0.784,14.159069830035188
y,Mag_H,0.788,14.228003225640872
y,Mag_H,0.792,14.296755923516052
y,Mag_H,0.796,14.365325786661025
y,Mag_H,0.8,14.433710751980842
y,Mag_H,0.804,14.501908830285329
y,Mag_H,0.808,14.569918106288982
y,Mag_H,0.8119999999999999,14.63773673861122
y,Mag_H,0.8160000000000001,14.705362959776073
y,Mag_H,0.8200000000000001,14.772795076212445
y,Mag_H,0.8240000000000001,14.840031468253933
y,Mag_H,0.8280000000000001,14.907070590138972
y,Mag_H,0.8320000000000001,14.973910970010667
y,Mag_H,0.836,15.04055120991693
y,Mag_H,0.8399999999999999,15.106989985810454
y,Mag_H,0.844,15.173226047548738
y,Mag_H,0.848,15.239258218893925
y,Mag_H,0.852,15.305085397512999
y,Mag_H,0.856,15.37070655497773
y,Mag_H,0.86,15.43612073676459
y,Mag_H,0.864,15.501327062254825
y,Mag_H,0.868,15.566324724734493
y,Mag_H,0.8719999999999999,15.631112991394405
y,Mag_H,0.876,15.695691203330066
y,Mag_H,0.88,15.760058775541848
y,Mag_H,0.884,15.824215196934794
y,Mag_H,0.888,15.888160030318769
y,Mag_H,0.892,15.951892912408418
y,Mag_H,0.896,16.015413553823052
y,Mag_H,0.8999999999999999,16.078721739086863
y,Mag_H,0.904,16.14181732662876
y,Mag_H,0.908,16.20470024878234
y,Mag_H,0.912,16.26737051178612
y,Mag_H,0.916,16.32982819578324
y,Mag_H,0.92,16.392073454821677
y,Mag_H,0.924,16.454106516854186
y,Mag_H,0.9279999999999999,16.51592768373821
y,Mag_H,0.932,16.577537331236027
y,Mag_H,0.936,16.638935909014645
y,Mag_H,0.9400000000000001,16.70012394064582
y,Mag_H,0.9440000000000001,16.761102023606167
y,Mag_H,0.9480000000000001,16.821870829276886
y,Mag_H,0.9520000000000001,16.882431102944164
y,Mag_H,0.956,16.942783663798767
y,Mag_H,0.9599999999999999,17.002929404936285
y,Mag_H,0.964,17.062869293357146
y,Mag_H,0.968,17.1226043699664
y,Mag_H,0.972,17.182135749574012
y,Mag_H,0.976,17.24146462089457
y,Mag_H,0.98,17.300592246547545
y,Mag_H,0.9840000000000001,17.359519963057075
y,Mag_H,0.9879999999999999,17.418249180852193
y,Mag_H,0.992,17.47678138426649
y,Mag_H,0.9959999999999999,17.535118131538518
y,Mag_H,1.0,17.593261054811514
y,Mag_H,1.0039999999999998,17.651211860133447
y,Mag_H,1.008,17.70897232745713
y,Mag_H,1.012,17.76654431064003
y,Mag_H,1.016,17.823929737444516
y,Mag_H,1.02,17.88113060953761
y,Mag_H,1.024,17.938149002491137
y,Mag_H,1.028,17.994987065781654
y,Mag_H,1.0319999999999998,18.05164702279057
y,Mag_H,1.036,18.10813117080395
y,Mag_H,1.04,18.164441881012685
y,Mag_H,1.044,18.220581598512485
y,Mag_H,1.048,18.276552842303662
y,Mag_H,1.052,18.332358205291424
y,Mag_H,1.056,18.388000354285687
y,Mag_H,1.0599999999999998,18.443482030001178
y,Mag_H,1.064,18.498806047057357
y,Mag_H,1.068,18.553975293978457
y,Mag_H,1.072,18.608992733193407
y,Mag_H,1.076,18.663861401036037
y,Mag_H,1.08,18.71858440774484
y,Mag_H,1.084,18.773164937463076
y,Mag_H,1.088,18.82760624823881
y,Mag_H,1.092,18.881911672024913
y,Mag_H,1.096,18.936084614678833
y,Mag_H,1.1,18.99012855596297
y,Mag_H,1.104,19.044047049544446
y,Mag_H,1.108,19.097843722995115
y,Mag_H,1.112,19.151522277791596
y,Mag_H,1.116,19.205086489315303
y,Mag_H,1.12,19.25854020685237
y,Mag_H,1.124,19.311887353593715
y,Mag_H,1.1280000000000001,19.36513192663506
y,Mag_H,1.1320000000000001,19.41827799697683
y,Mag_H,1.1360000000000001,19.47132970952423
y,Mag_H,1.1400000000000001,19.524291283087223
y,Mag_H,1.1440000000000001,19.577167010380617
y,Mag_H,1.1480000000000001,19.629961258023872
y,Mag_H,1.152,19.682678466541244
y,Mag_H,1.156,19.73532315036178
y,Mag_H,1.16,19.787899897819305
y,Mag_H,1.164,19.84041337115234
y,Mag_H,1.168,19.892868306504223
y,Mag_H,1.172,19.945269513923066
y,Mag_H,1.176,19.997621877361702
y,Mag_H,1.1799999999999997,20.049930354677727
y,Mag_H,1.184,20.10219997763357
y,Mag_H,1.188,20.137022382386274
y,Mag_H,1.192,20.081936183903935
y,Mag_H,1.196,20.03280473631742
y,Mag_H,1.2,19.9895841142152
y,Mag_H,1.204,19.952230697597876
y,Mag_H,1.2079999999999997,19.920701171877944
y,Mag_H,1.212,19.894952527880008
y,Mag_H,1.216,19.874942061840702
y,Mag_H,1.22,19.860627375408708
y,Mag_H,1.224,19.851966375644704
y,Mag_H,1.228,19.848917275021382
y,Mag_H,1.232,19.85143859142363
y,Mag_H,1.236,19.859489148148192
y,Mag_H,1.24,19.873028073903917
y,Mag_H,1.244,19.89201480281173
y,Mag_H,1.248,19.916409074404505
y,Mag_H,1.252,19.946170933627208
y,Mag_H,1.256,19.98126073083686
y,Mag_H,1.26,20.02163912180248
y,Mag_H,1.264,20.067267067705163
