corte,posicao_mm,Mag_H_A_per_m
x,0.0,35.37565546203357
x,0.004,35.57204014830323
x,0.008,35.76501304368745
x,0.012,35.954563454042
x,0.016,36.140680909865196
x,0.02,36.32335516629821
x,0.024,36.5025762031248
x,0.028,36.67833422477121
x,0.032,36.850619660306755
x,0.036,37.01942316344296
x,0.04,37.184735612534396
x,0.044,37.34654811057804
x,0.048,37.50485198521384
x,0.052000000000000005,37.65963878872396
x,0.056,37.810900298033694
x,0.05999999999999999,37.958628514710874
x,0.064,38.10281566496572
x,0.068,38.24345419965147
x,0.072,38.38053679426388
x,0.076,38.514056348941374
x,0.08,38.644005988465224
x,0.084,38.770379062258996
x,0.088,38.89316914438923
x,0.092,39.012370033565226
x,0.096,39.12797575313858
x,0.1,39.23998055110375
x,0.10400000000000001,39.348378900097956
x,0.108,39.45316549740112
x,0.112,39.554335264935524
x,0.11599999999999999,39.65188334926636
x,0.11999999999999998,39.74580512160155
x,0.124,39.83609617779154
x,0.128,39.92275233832939
x,0.132,40.005769648351055
x,0.136,40.08514437763501
x,0.14,40.160873020602295
x,0.144,40.23295229631696
x,0.148,40.30137914848536
x,0.152,40.3661507454568
x,0.156,40.42726448022294
x,0.16,40.48471797041849
x,0.164,40.538509058320564
x,0.168,40.58863581084897
x,0.17200000000000001,40.63509651956628
x,0.176,40.677889700677845
x,0.18,40.717014095031224
x,0.184,40.75246866811721
x,0.18799999999999997,40.78425261006884
x,0.192,40.81236533566215
x,0.196,40.83680648431559
x,0.2,40.857575920090376
x,0.20400000000000001,40.87467373169047
x,0.20800000000000002,40.88810023246237
x,0.212,40.89785596039533
x,0.216,40.903941678121214
x,0.22,40.906358372914625
x,0.224,40.905107256692766
x,0.228,40.900189766015615
x,0.23199999999999998,40.89160756208562
x,0.23600000000000002,40.879362530748196
x,0.23999999999999996,40.86345678249114
x,0.244,40.8438926524451
x,0.248,40.82067270038327
x,0.252,40.793799710721665
x,0.256,40.76327669251886
x,0.26,40.729106879476085
x,0.264,40.69129372993724
x,0.268,40.64984092688903
x,0.272,40.604752377960686
x,0.276,40.556032215424196
x,0.28,40.50368479619402
x,0.28400000000000003,40.44771470182771
x,0.288,40.38812673852497
x,0.292,40.32492593712861
x,0.296,40.25811755312383
x,0.3,40.1877070666386
x,0.304,40.11370018244361
x,0.308,40.036102829952156
x,0.312,39.95492116322015
x,0.316,39.870161560946286
x,0.32,39.78183062647191
x,0.324,39.689935187780954
x,0.328,39.59448229750011
x,0.33199999999999996,39.49547923289865
x,0.336,39.39293349588867
x,0.34,39.286852813024794
x,0.34400000000000003,39.17724513550432
x,0.34800000000000003,39.06411863916725
x,0.352,38.94748172449633
x,0.356,38.82734301661686
x,0.36,38.70371136529691
x,0.364,38.57659584494703
x,0.368,38.446005754620735
x,0.372,38.311950618013945
x,0.37599999999999995,38.17444018346539
x,0.38,38.03348442395647
x,0.384,37.889093537111194
x,0.388,37.74127794519627
x,0.392,37.590048295121086
x,0.396,37.43541545843758
x,0.4,37.27739053134065
x,0.404,37.1159848346676
x,0.40800000000000003,36.95120991389841
x,0.41200000000000003,36.783077539155954
x,0.41600000000000004,36.61295989923309
x,0.41999999999999993,36.44989037762274
x,0.424,36.284055841105214
x,0.428,36.11546938965443
x,0.432,35.944144385422604
x,0.43599999999999994,35.77009445274038
x,0.44,35.593333478117195
x,0.444,35.41387561024079
x,0.448,35.23173525997746
x,0.452,35.046927100371846
x,0.456,34.85946606664762
x,0.46,34.7886247348952
x,0.46399999999999997,34.73632138924893
x,0.468,34.684019847602656
x,0.47200000000000003,34.63172525247914
x,0.47600000000000003,34.57944295798039
x,0.4799999999999999,34.527178529787676
x,0.484,34.47493774516131
x,0.488,34.422726592941025
x,0.49200000000000005,34.3705512735455
x,0.496,34.318418198972964
x,0.5,34.26633399280032
x,0.504,43.50277677608521
x,0.508,42.96190788904322
x,0.512,42.44839099392914
x,0.5159999999999999,41.96149687699351
x,0.52,41.50050515916311
x,0.524,41.06470429604133
x,0.528,40.653391577907925
x,0.532,40.265873129718884
x,0.536,39.9014639111069
x,0.54,39.55948771638088
x,0.544,39.23927717452616
x,0.548,38.94017374920452
x,0.552,38.66152773875425
x,0.556,38.4026982761898
x,0.56,38.28254235208362
x,0.5640000000000001,38.25348347813302
x,0.5680000000000001,38.22831949012249
x,0.5720000000000001,38.20694270099667
x,0.576,38.1892504158193
x,0.58,38.175144931773396
x,0.584,38.16453353816129
x,0.588,38.15732851640451
x,0.592,38.153447140043816
x,0.596,38.15281167473936
x,0.6,38.15534937827043
x,0.6039999999999999,38.16099250053561
x,0.608,38.16967828355276
x,0.612,38.18134896145899
x,0.616,38.19595176051066
x,0.62,38.21343889908338
x,0.624,38.23376758767211
x,0.628,38.256900028890854
x,0.632,38.28280341747315
x,0.636,38.311449940271565
x,0.64,38.342816776258054
x,0.644,38.37688609652377
x,0.648,38.41364506427921
x,0.652,38.45308583485408
x,0.656,38.495205555697254
x,0.66,38.540006366377064
x,0.6639999999999999,38.58749539858089
x,0.668,38.6376847761155
x,0.672,38.690591614906886
x,0.676,38.74623802300034
x,0.68,38.80465110056032
x,0.684,38.86586293987064
x,0.6880000000000001,38.92991062533429
x,0.692,38.996836233473644
x,0.6960000000000001,39.066686832930195
x,0.7000000000000001,39.13951448446473
x,0.704,39.215376240957404
x,0.708,39.294334147407476
x,0.712,39.376455240933545
x,0.716,39.46181155077342
x,0.72,39.550480098284304
x,0.7239999999999999,39.642542896942466
x,0.728,39.738086952343636
x,0.732,39.83720426220261
x,0.736,39.939991816353604
x,0.74,40.046551596749914
x,0.744,40.156990577464384
x,0.748,40.27142072468873
x,0.7519999999999999,40.38995899673429
x,0.756,40.51272734403141
x,0.76,40.639852709129826
x,0.764,40.77146702669855
x,0.768,40.90770722352571
x,0.772,41.04871521851882
x,0.776,41.19463792270462
x,0.7799999999999999,41.345627239229124
x,0.784,41.50184006335754
x,0.788,41.663438282474495
x,0.792,41.83058877608363
x,0.796,42.00346341580806
x,0.8,42.182239065389986
x,0.804,42.36709758069114
x,0.808,42.558225809692125
x,0.8119999999999999,42.755815592493164
x,0.8160000000000001,42.96006376131352
x,0.8200000000000001,43.17117214049178
x,0.8240000000000001,43.389347546485844
x,0.8280000000000001,43.61480178787278
x,0.8320000000000001,43.847751665348945
x,0.836,44.08841897172999
x,0.8399999999999999,44.33703049195081
x,0.844,44.593818003065564
x,0.848,44.85901827424756
x,0.852,45.13287306678957
x,0.856,45.41562913410352
x,0.86,45.70753822172045
x,0.864,46.008857067291025
x,0.868,46.31984740058475
x,0.8719999999999999,46.640775943490745
x,0.876,46.97191441001706
x,0.88,47.31353950629131
x,0.884,47.66593293056019
x,0.888,48.02938137318974
x,0.892,48.40417651666509
x,0.896,48.790615035590875
x,0.8999999999999999,49.188998596690865
x,0.904,49.59963385880797
x,0.908,50.02283247290467
x,0.912,50.458911082062436
x,0.916,50.755668378584666
x,0.92,50.41868386851451
x,0.924,50.08354466301898
x,0.9279999999999999,49.75027918784548
x,0.932,49.41891621097064
x,0.936,49.08948484260013
x,0.9400000000000001,48.76201453516852
x,0.9440000000000001,48.436535083339606
x,0.9480000000000001,48.113076624006325
x,0.9520000000000001,47.791669636290564
x,0.956,47.47234494154325
x,0.9599999999999999,47.15513370334447
x,0.964,46.840067427503406
x,0.968,46.52717796205826
x,0.972,46.21649749727625
x,0.976,45.9080585656538
x,0.98,45.60189404191638
x,0.9840000000000001,45.29803714301834
x,0.9879999999999999,44.99652142814351
x,0.992,44.69738079870432
x,0.9959999999999999,44.400649498342666
x,1.0,44.10636211292924
x,1.0039999999999998,43.81455357056393
x,1.008,43.525259141575724
x,1.012,43.23851443852267
x,1.016,42.954355416191824
x,1.02,42.67281837159937
x,1.024,42.39393994399055
x,1.028,42.11775711483973
x,1.0319999999999998,41.844307207850214
x,1.036,41.57362788895456
x,1.04,41.305757166314315
x,1.044,41.04073339031994
x,1.048,40.77859525359135
x,1.052,40.519381790977235
x,1.056,40.26313237955528
x,1.0599999999999998,40.00988673863262
x,1.064,39.75968492974511
x,1.068,39.51256735665787
x,1.072,39.268574765364946
x,1.076,39.0277482440897
x,1.08,38.79012922328423
x,1.084,38.55575947563008
x,1.088,38.32468111603756
x,1.092,38.09693660164617
x,1.096,37.87256873182457
x,1.1,37.651620648170336
x,1.104,37.43413583451015
x,1.108,37.2201581169
x,1.112,37.00973166362455
x,1.116,36.80290098519792
x,1.12,36.59971093436301
x,1.124,36.49669912928223
x,1.1280000000000001,36.46966687263479
x,1.1320000000000001,36.446263775869774
x,1.1360000000000001,36.426406732478995
x,1.1400000000000001,36.410013399413174
x,1.1440000000000001,36.39700219708222
x,1.1480000000000001,36.38729230935513
x,1.152,36.38080368356
x,1.156,36.37745703048391
x,1.16,36.37717382437316
x,1.164,36.379876302933205
x,1.168,36.385487467328424
x,1.172,36.3939310821824
x,1.176,36.40513167557776
x,1.1799999999999997,36.419014539056306
x,1.184,36.43550572761879
x,1.188,36.45453205972527
x,1.192,36.47602111729479
x,1.196,36.49990124570536
x,1.2,36.52610155379436
x,1.204,36.554551913858006
x,1.2079999999999997,36.58518296165184
x,1.212,36.61792609639023
x,1.216,36.65271348074697
x,1.22,36.689478040854624
x,1.224,36.72815346630515
x,1.228,36.768674210149356
x,1.232,36.81097548889729
x,1.236,36.85499328251804
x,1.24,36.900664334439796
x,1.244,36.947926151549886
x,1.248,36.99671700419466
x,1.252,37.046975926179655
x,1.256,37.09864271476948
x,1.26,37.1516579306877
x,1.264,37.20596289811722
x,1.268,37.26149970469985
x,1.272,37.31821120153654
x,1.276,37.3760410031875
x,1.28,37.43493348767172
x,1.284,37.49483379646755
x,1.288,37.55568783451231
x,1.292,37.61744227020252
x,1.296,37.680044535393634
x,1.2999999999999998,37.74344282540042
x,1.304,37.80758609899651
x,1.308,37.872424078414866
x,1.312,37.9379072493473
x,1.316,38.00398686094492
x,1.32,38.07061492581783
x,1.324,38.13774422003528
x,1.3279999999999998,38.20532828312559
x,1.332,38.27332141807613
x,1.336,38.34167869133351
x,1.34,38.41035593280325
x,1.344,38.479309735850144
x,1.348,38.54849745729792
x,1.352,38.617877217429566
x,1.3559999999999999,38.68740789998697
x,1.36,38.75704915217135
x,1.364,38.8267613846429
x,1.368,38.896505771520765
x,1.372,38.966244250383426
x,1.3760000000000001,39.04719793573494
x,1.3800000000000001,39.157466923324016
x,1.384,39.27090513399483
x,1.3880000000000001,39.38742658146647
x,1.3920000000000001,39.506946524442476
x,1.3960000000000001,39.6293814666111
x,1.4000000000000001,39.754649156645144
x,1.4040000000000001,39.88266858820197
