corte,posicao_mm,Mag_H_A_per_m
x,3.668,7.003016017680641
x,3.672,6.962003997958361
x,3.676,6.921193163615192
x,3.68,6.880583600045473
x,3.684,6.840175383132929
x,3.688,6.79996857925069
x,3.6919999999999997,6.759963245261163
x,3.696,6.720159428516221
x,3.7,6.680557166856993
x,3.704,6.641156488614103
x,3.708,6.601957412607435
x,3.7119999999999997,6.562959948146324
x,3.716,6.524164095029407
x,3.72,6.485569843544737
x,3.724,6.447177174469695
x,3.728,6.408986059071059
x,3.732,6.370996459104926
x,3.736,6.333208326816872
x,3.74,6.295621604941706
x,3.744,6.258236226703711
x,3.7479999999999998,6.221052115816449
x,3.7520000000000002,6.184069186482926
x,3.7560000000000002,6.147287343395449
x,3.7600000000000002,6.110706481735741
x,3.7640000000000002,6.074326487174913
x,3.768,6.038147235873371
x,3.7720000000000002,6.002168594480928
x,3.7760000000000002,5.966390420136779
x,3.7800000000000002,5.93081256046946
x,3.784,5.895434853596888
x,3.7880000000000003,5.860257128126349
x,3.7920000000000003,5.825279203154484
x,3.7960000000000003,5.790500888267336
x,3.8000000000000003,5.7559219835402535
x,3.804,5.721542279538016
x,3.8080000000000003,5.687361557314723
x,3.8120000000000003,5.653379588413903
x,3.8160000000000003,5.619596134868362
x,3.8200000000000003,5.586010949200361
x,3.824,5.552623774421472
x,3.8280000000000003,5.519434344032665
x,3.8320000000000003,5.486442382024249
x,3.8360000000000003,5.453647602875937
x,3.8399999999999994,5.421049711556798
x,3.844,5.388648403525229
x,3.848,5.356443364729065
x,3.852,5.324434271605461
x,3.856,5.292620791080917
x,3.8599999999999994,5.261002580571382
x,3.864,5.229579287982083
x,3.868,5.198350551707696
x,3.872,5.167316000632202
x,3.876,5.136475254128959
x,3.88,5.1058279220607306
x,3.884,5.075373604779617
x,3.888,5.045111893127102
x,3.892,5.0150423684339875
x,3.8959999999999995,4.985164602520533
x,3.9,4.955478157696284
x,3.904,4.925982586760203
x,3.908,4.896677433000593
x,3.9119999999999995,4.867562230195135
x,3.916,4.8386365026108855
x,3.92,4.809899765004247
x,3.9239999999999995,4.781351522621023
x,3.928,4.752991271196331
x,3.9319999999999995,4.724818496954725
x,3.9360000000000004,4.696832676610079
x,3.94,4.669033277365646
x,3.9439999999999995,4.641419756914043
x,3.948,4.6139915634372635
x,3.9519999999999995,4.586748135606671
x,3.9560000000000004,4.5596889025829865
x,3.96,4.532813284016297
x,3.9639999999999995,4.506120690046073
x,3.968,4.479610521301137
x,3.972,4.453282168899689
x,3.9760000000000004,4.427135014449263
x,3.98,4.401168430046828
x,3.9839999999999995,4.375381778278687
x,3.988,4.349774412220471
x,3.992,4.324345675437239
x,3.9960000000000004,4.299094901983385
x,4.0,4.274021416402687
y,0.0,5.8840064833368455
y,0.004,5.9128586491608495
y,0.008,5.941752117648654
y,0.012,5.970687199965553
y,0.016,5.999664235295985
y,0.02,6.028683590843414
y,0.024,6.057745661830447
y,0.028,6.086850871498731
y,0.032,6.115999671109028
y,0.036,6.145192539941152
y,0.04,6.174429985294024
y,0.044,6.203712542485623
y,0.048,6.233040774853045
y,0.052000000000000005,6.262415273752426
y,0.056,6.291836658559048
y,0.05999999999999999,6.321305576667204
y,0.064,6.350822703490311
y,0.068,6.380388742460872
y,0.072,6.4100044250304595
y,0.076,6.439670510669738
y,0.08,6.469387786868433
y,0.084,6.499157069135394
y,0.088,6.52897920099851
y,0.092,6.558855054004774
y,0.096,6.58878552772028
y,0.1,6.6187715497301625
y,0.10400000000000001,6.648814075638669
y,0.108,6.678914089069127
y,0.112,6.70907260166395
y,0.11599999999999999,6.739290653084615
y,0.11999999999999998,6.769569311011708
y,0.124,6.799909671144879
y,0.128,6.830312857202864
y,0.132,6.860780020923497
y,0.136,6.891312342063676
y,0.14,6.921911028399387
y,0.144,6.952577315725702
y,0.148,6.983312467856781
y,0.152,7.014117776625866
y,0.156,7.04499456188527
y,0.16,7.075944171506412
y,0.164,7.1069679813797455
y,0.168,7.138067395414877
y,0.17200000000000001,7.169243845540434
y,0.176,7.200498791704177
y,0.18,7.231833721872913
y,0.184,7.263250152032548
y,0.18799999999999997,7.294749626188063
y,0.192,7.326333716363532
y,0.196,7.358004022602112
y,0.2,7.38976217296602
y,0.20400000000000001,7.421609823536602
y,0.20800000000000002,7.453548658414223
y,0.212,7.4855803897184
y,0.216,7.517706757587687
y,0.22,7.54992953017975
y,0.224,7.582250503671295
y,0.228,7.614671502258174
y,0.23199999999999998,7.647194378155238
y,0.23600000000000002,7.679821011596514
y,0.23999999999999996,7.712553310835047
y,0.244,7.7453932121430045
y,0.248,7.778342679811604
y,0.252,7.811403706151158
y,0.256,7.84457831149107
y,0.26,7.8778685441798295
y,0.264,7.911276480584992
y,0.268,7.944804225093217
y,0.272,7.978453910110221
y,0.276,8.012227696060807
y,0.28,8.046127771388912
y,0.28400000000000003,8.080156352557488
y,0.288,8.114315684048604
y,0.292,8.148608038363395
y,0.296,8.18303571602212
y,0.3,8.217601045564065
y,0.304,8.25230638354764
y,0.308,8.287154114550304
y,0.312,8.322146651168657
y,0.316,8.357286434018297
y,0.32,8.392575931733992
y,0.324,8.428017640969523
y,0.328,8.463614086397811
y,0.33199999999999996,8.499367820710816
y,0.336,8.535281424619612
y,0.34,8.571357506854309
y,0.34400000000000003,8.607598704164172
y,0.34800000000000003,8.644007681317506
y,0.352,8.680587131101696
y,0.356,8.717339774323209
y,0.36,8.754268359807604
y,0.364,8.791375664399546
y,0.368,8.828664492962737
y,0.372,8.866137678380005
y,0.37599999999999995,8.903798081553218
y,0.38,8.941648591403377
y,0.384,8.979692124870532
y,0.388,9.0179316269138
y,0.392,9.056370070511429
y,0.396,9.095010456660715
y,0.4,9.133855814378073
y,0.404,9.172909200698948
y,0.40800000000000003,9.212173700677896
y,0.41200000000000003,9.251652427388557
y,0.41600000000000004,9.291348521923677
y,0.41999999999999993,9.331265153395057
y,0.424,9.37140551893356
y,0.428,9.411772843689155
y,0.432,9.452370380830935
y,0.43599999999999994,9.497065960303624
y,0.44,9.542760072774588
y,0.444,9.588805468746061
y,0.448,9.635204449000982
y,0.452,9.681959301573247
y,0.456,9.729072301747848
y,0.46,9.77654571206068
y,0.46399999999999997,9.824381782298765
y,0.468,9.872582749500152
y,0.47200000000000003,9.921150837953876
y,0.47600000000000003,9.970088259200002
y,0.4799999999999999,10.01939721202963
y,0.484,10.069079882484882
y,0.488,10.119138443858917
y,0.49200000000000005,10.169575056695892
y,0.496,10.220391868791022
y,0.5,10.271591015190497
y,0.504,8.627376151099712
y,0.508,8.716132105838177
y,0.512,8.805013853904862
y,0.5159999999999999,8.894010484990545
y,0.52,8.983111217001909
y,0.524,9.072305396061553
y,0.528,9.161582496507913
y,0.532,9.250932120895452
y,0.536,9.34034399999441
y,0.54,9.429807992790973
y,0.544,9.519314086487235
y,0.548,9.60885239650121
y,0.552,9.69841316646677
y,0.556,9.78798676823371
y,0.56,9.877563701867736
y,0.5640000000000001,9.967134595650407
y,0.5680000000000001,10.05669020607928
y,0.5720000000000001,10.146221417867704
y,0.576,10.235719243944972
y,0.58,10.325174825456335
y,0.584,10.414579431762853
y,0.588,10.503924460441553
y,0.592,10.593201437285309
y,0.596,10.682402016302962
y,0.6,10.771517979719185
y,0.6039999999999999,10.860541237974616
y,0.608,10.949463829725714
y,0.612,11.03827792184494
y,0.616,11.1269758094206
y,0.62,11.21362522344442
y,0.624,11.287215210546846
y,0.628,11.360775748909168
y,0.632,11.434301671436359
y,0.636,11.507787884938105
y,0.64,11.581229370128927
y,0.644,11.654621181628062
y,0.648,11.727958447959493
y,0.652,11.801236371552069
y,0.656,11.874450228739244
y,0.66,11.947595369759352
y,0.6639999999999999,12.020667218755495
y,0.668,12.093661273775462
y,0.672,12.16657310677185
y,0.676,12.239398363602037
y,0.68,12.312132764028132
y,0.684,12.384772101717024
y,0.6880000000000001,12.457312244240375
y,0.692,12.529749133074587
y,0.6960000000000001,12.602078783600838
y,0.7000000000000001,12.674297285105085
y,0.704,12.746400800778023
y,0.708,12.818385567715104
y,0.712,12.890247896916614
y,0.716,12.961984173287506
y,0.72,13.033590855637547
y,0.7239999999999999,13.105064476681292
y,0.728,13.176401643037993
y,0.732,13.247599035231744
y,0.736,13.318653407691336
y,0.74,13.389561588750361
y,0.744,13.46032048064714
y,0.748,13.530927059524833
y,0.7519999999999999,13.601378375431288
y,0.756,13.671671552319115
y,0.76,13.741803788045758
y,0.764,13.811772354373378
y,0.768,13.881574596968862
y,0.772,13.95120793540396
y,0.776,14.020669863155115
y,0.7799999999999999,14.089957947603521
y,0.784,14.159069830035188
y,0.788,14.228003225640872
y,0.792,14.296755923516052
y,0.796,14.365325786661025
y,0.8,14.433710751980842
y,0.804,14.501908830285329
y,0.808,14.569918106288982
y,0.8119999999999999,14.63773673861122
y,0.8160000000000001,14.705362959776073
y,0.8200000000000001,14.772795076212445
y,0.8240000000000001,14.840031468253933
y,0.8280000000000001,14.907070590138972
y,0.8320000000000001,14.973910970010667
y,0.836,15.04055120991693
y,0.8399999999999999,15.106989985810454
y,0.844,15.173226047548738
y,0.848,15.239258218893925
y,0.852,15.305085397512999
y,0.856,15.37070655497773
y,0.86,15.43612073676459
y,0.864,15.501327062254825
y,0.868,15.566324724734493
y,0.8719999999999999,15.631112991394405
y,0.876,15.695691203330066
y,0.88,15.760058775541848
y,0.884,15.824215196934794
y,0.888,15.888160030318769
y,0.892,15.951892912408418
y,0.896,16.015413553823052
y,0.8999999999999999,16.078721739086863
y,0.904,16.14181732662876
y,0.908,16.20470024878234
y,0.912,16.26737051178612
y,0.916,16.32982819578324
y,0.92,16.392073454821677
y,0.924,16.454106516854186
y,0.9279999999999999,16.51592768373821
y,0.932,16.577537331236027
y,0.936,16.638935909014645
y,0.9400000000000001,16.70012394064582
y,0.9440000000000001,16.761102023606167
y,0.9480000000000001,16.821870829276886
y,0.9520000000000001,16.882431102944164
y,0.956,16.942783663798767
y,0.9599999999999999,17.002929404936285
y,0.964,17.062869293357146
y,0.968,17.1226043699664
y,0.972,17.182135749574012
y,0.976,17.24146462089457
y,0.98,17.300592246547545
y,0.9840000000000001,17.359519963057075
y,0.9879999999999999,17.418249180852193
y,0.992,17.47678138426649
y,0.9959999999999999,17.535118131538518
y,1.0,17.593261054811514
y,1.0039999999999998,17.651211860133447
y,1.008,17.70897232745713
y,1.012,17.76654431064003
y,1.016,17.823929737444516
y,1.02,17.88113060953761
y,1.024,17.938149002491137
y,1.028,17.994987065781654
y,1.0319999999999998,18.05164702279057
y,1.036,18.10813117080395
y,1.04,18.164441881012685
y,1.044,18.220581598512485
y,1.048,18.276552842303662
y,1.052,18.332358205291424
y,1.056,18.388000354285687
y,1.0599999999999998,18.443482030001178
y,1.064,18.498806047057357
y,1.068,18.553975293978457
y,1.072,18.608992733193407
y,1.076,18.663861401036037
y,1.08,18.71858440774484
y,1.084,18.773164937463076
y,1.088,18.82760624823881
y,1.092,18.881911672024913
y,1.096,18.936084614678833
y,1.1,18.99012855596297
y,1.104,19.044047049544446
y,1.108,19.097843722995115
y,1.112,19.151522277791596
y,1.116,19.205086489315303
y,1.12,19.25854020685237
y,1.124,19.311887353593715
y,1.1280000000000001,19.36513192663506
y,1.1320000000000001,19.41827799697683
y,1.1360000000000001,19.47132970952423
y,1.1400000000000001,19.524291283087223
y,1.1440000000000001,19.577167010380617
y,1.1480000000000001,19.629961258023872
y,1.152,19.682678466541244
y,1.156,19.73532315036178
y,1.16,19.787899897819305
y,1.164,19.84041337115234
y,1.168,19.892868306504223
y,1.172,19.945269513923066
y,1.176,19.997621877361702
y,1.1799999999999997,20.049930354677727
y,1.184,20.10219997763357
y,1.188,20.137022382386274
y,1.192,20.081936183903935
y,1.196,20.03280473631742
y,1.2,19.9895841142152
y,1.204,19.952230697597876
y,1.2079999999999997,19.920701171877944
y,1.212,19.894952527880008
y,1.216,19.874942061840702
y,1.22,19.860627375408708
y,1.224,19.851966375644704
y,1.228,19.848917275021382
y,1.232,19.85143859142363
y,1.236,19.859489148148192
y,1.24,19.873028073903917
y,1.244,19.89201480281173
y,1.248,19.916409074404505
y,1.252,19.946170933627208
y,1.256,19.98126073083686
y,1.26,20.02163912180248
y,1.264,20.067267067705163
y,1.268,20.118105835137996
y,1.272,20.17411699610613
y,1.276,20.235262428026694
y,1.28,20.30150431372901
y,1.284,20.372805141454243
y,1.288,20.449127704855705
y,1.292,20.530435102998702
y,1.296,20.61669074036067
y,1.2999999999999998,20.707858326830927
y,1.304,20.803901877710977
y,1.308,20.904785713714254
y,1.312,21.01047446096628
y,1.316,21.120933051004567
y,1.32,21.236126720778763
y,1.324,21.356021012650427
y,1.3279999999999998,21.480581774393258
y,1.332,21.60977515919297
y,1.336,21.743567625647238
y,1.34,21.881925937765867
y,1.344,22.024817164970674
y,1.348,22.172208682095434
y,1.352,22.324068169386067
y,1.3559999999999999,22.480363612500483
y,1.36,22.641063302508638
y,1.364,22.806135835892537
y,1.368,22.97555011454617
y,1.372,23.149275345775596
y,1.3760000000000001,23.327281042298935
y,1.3800000000000001,23.509537022246334
y,1.384,23.69601340915994
y,1.3880000000000001,23.886680631993972
y,1.3920000000000001,24.081509425114657
y,1.3960000000000001,24.280470828300295
y,1.4000000000000001,24.4835361867412
y,1.4040000000000001,24.69067715103973
y,1.408,24.901865677210303
y,1.412,25.117074026679266
y,1.416,25.336274766285158
y,1.4199999999999997,25.559440768278453
y,1.424,25.78654521032167
y,1.428,26.017561575489477
y,1.432,26.252463652268357
y,1.436,26.49122553455702
y,1.44,26.7338216216662
y,1.444,26.980226618318543
y,1.4479999999999997,27.230415534648845
y,1.452,27.48436368620384
y,1.456,27.742046693942473
y,1.46,28.00344048423549
y,1.464,28.26852128886593
y,1.468,28.537265645028604
y,1.472,28.809650395330596
y,1.4759999999999998,29.085652687790834
y,1.48,29.365249975840456
y,1.484,29.648420018322486
y,1.488,29.935140879492042
y,1.492,30.225390929016307
y,1.496,30.519148841974552
y,1.5,30.816393598857957
y,1.5039999999999998,31.117104485569744
y,1.508,31.421261093425283
y,1.512,31.728843319151885
y,1.516,32.03983136488895
y,1.52,32.35420573818794
y,1.524,32.67194725201224
y,1.528,32.99303702473736
y,1.5319999999999998,33.3174564801509
y,1.536,33.64518734745233
y,1.54,33.976211661253295
y,1.544,34.310511761577445
y,1.548,34.648070293860414
y,1.552,34.988870208949976
y,1.556,35.344885761041105
y,1.5599999999999998,35.733432131236846
y,1.564,36.12454815143003
y,1.568,36.5182429732792
y,1.572,36.91452657951292
y,1.576,37.31340978393046
y,1.58,37.71490423140151
y,1.584,38.119022397865855
y,1.588,38.525777590334165
y,1.592,38.93518394688721
y,1.5959999999999999,39.34725643667641
y,1.6,39.762010859923315
y,1.604,40.17946384792021
y,1.608,40.59963286302954
y,1.612,41.022536198684364
y,1.616,41.44819297938808
y,1.62,41.876623160714615
y,1.6239999999999999,42.30784752930809
y,1.6280000000000001,42.74188770288315
y,1.6320000000000001,43.17876613022497
y,1.6360000000000001,43.61850609118921
y,1.6400000000000001,44.06113169670177
y,1.6440000000000001,44.50666788875896
y,1.6480000000000001,44.955140440427556
y,1.652,45.40657595584483
y,1.6560000000000001,45.86100187021832
y,1.6600000000000001,46.318446449826254
y,1.6640000000000001,46.77893879201707
y,1.668,47.2425088252097
y,1.672,47.70918730889337
y,1.676,48.17900583362798
y,1.6799999999999997,48.651996821043554
y,1.684,49.12819352384091
y,1.688,49.607630025790904
y,1.692,50.09034124173507
y,1.696,50.57636291758518
y,1.7,51.06573163032371
y,1.704,51.558484788003405
y,1.7079999999999997,51.934072293167276
y,1.712,52.15899505135996
y,1.716,52.38838431284947
y,1.72,52.622095387944796
y,1.724,52.85998618534709
y,1.728,53.10191721215017
y,1.732,53.34775157384003
y,1.736,53.59735497429507
y,1.74,53.8505957157861
y,1.7439999999999998,54.107344698976426
y,1.748,54.3674754229212
y,1.752,54.63086398506861
y,1.756,54.89738908125855
y,1.76,55.16693200572397
y,1.764,55.439376651089844
y,1.768,55.714609508373364
y,1.7719999999999998,55.99251966698421
y,1.776,56.27299881472457
y,1.78,56.55594123778883
y,1.784,56.841243820763886
y,1.788,57.128806046628874
y,1.792,57.4185299967553
y,1.796,57.710320350907075
y,1.7999999999999998,58.004084387240624
y,1.804,58.279738957921566
y,1.808,58.402273584276344
y,1.812,58.52344161778306
y,1.816,58.64319931758617
y,1.82,58.76150434905948
y,1.824,58.87831578380607
y,1.8279999999999998,58.99359409965793
y,1.832,59.10730118067679
y,1.836,59.21940031715282
y,1.84,59.32985620560634
y,1.844,59.43863494878606
y,1.848,59.54570405567043
y,1.852,59.651032441467
y,1.8559999999999999,59.75459042761235
y,1.86,59.85634974177251
y,1.864,59.956283517842586
y,1.868,60.05436629594696
y,1.872,60.150574022439216
y,1.8760000000000001,60.244884049902126
y,1.8800000000000001,60.33727513714777
y,1.884,60.4277274492174
y,1.8880000000000001,60.516222557381326
y,1.892,60.60274343913938
y,1.8960000000000001,60.68727447822036
y,1.9000000000000001,60.76980146458248
y,1.9040000000000001,60.85031159441294
y,1.9080000000000001,60.928793470128326
y,1.912,61.00523710037438
y,1.9160000000000001,61.079633900026
y,1.9199999999999997,61.15197669018763
y,1.924,61.222259698192374
y,1.928,61.29047855760303
y,1.932,61.35663030821146
y,1.936,61.420713396038686
y,1.94,61.48272767333499
y,1.944,61.54267439857978
y,1.9479999999999997,61.600556236481914
y,1.952,61.65637725797928
y,1.9559999999999997,61.71014294023873
y,1.96,61.76186016665717
y,1.964,61.81153722685976
y,1.9680000000000002,61.859183816701545
y,1.9719999999999998,61.90481103826632
y,1.9759999999999998,61.948431399867545
y,1.98,61.99005881604745
y,1.984,62.02970860757791
y,1.9880000000000002,62.067397501459446
y,1.9919999999999998,62.10314363092268
y,1.996,62.136966535426616
y,2.0,62.16888716065977
y,2.004,62.19892785854002
y,2.0079999999999996,62.22711238721433
y,2.012,62.253465911058704
y,2.016,62.27801500067882
y,2.02,62.30078763290913
y,2.024,62.321813190813494
y,2.028,62.341122463684954
y,2.032,62.35874764704579
y,2.036,62.374722342647516
y,2.04,62.3890815584709
y,2.044,62.40186170872569
y,2.048,62.41310061385112
y,2.052,62.422837500515634
y,2.056,62.43111300161665
y,2.06,62.43796915628118
y,2.0639999999999996,62.443449409864975
y,2.068,62.44759861395339
y,2.072,62.450463026360985
y,2.076,62.45209031113126
y,2.08,62.4525295385372
y,2.084,62.4518311850807
y,2.088,62.45004713349325
y,2.092,62.44723067273539
y,2.096,62.44343649799689
y,2.1,62.43872071069654
y,2.104,62.43314081848269
y,2.108,62.42675573523258
y,2.112,62.419625781053014
y,2.116,62.411812682279766
y,2.1199999999999997,62.40337957147784
y,2.124,62.39439098744136
y,2.128,62.38491287519406
y,2.132,62.3750125859887
y,2.136,62.364758877306954
y,2.14,62.35422191286005
y,2.144,62.24631927596177
y,2.148,62.05155696409688
y,2.152,61.85551984497687
y,2.1559999999999997,61.65815723535202
y,2.16,61.45943055594688
y,2.164,61.25931333145886
y,2.168,61.05779119055949
y,2.172,60.85486186589381
y,2.176,60.65053519408047
y,2.18,60.4448331157117
y,2.184,60.23778967535316
y,2.188,60.02945102154458
y,2.192,59.81987540679888
y,2.196,59.6091331876029
y,2.2,59.39730682441693
y,2.204,59.18449088167482
y,2.208,58.97079202778426
y,2.2119999999999997,58.75632903512626
y,2.216,58.54123278005586
y,2.22,58.32564624290119
y,2.224,58.10972450796441
y,2.228,57.89363476352112
y,2.232,57.6775563018207
y,2.236,57.461680519085895
y,2.24,57.246210915513224
y,2.244,57.03136309527295
y,2.248,56.81736476650846
y,2.2520000000000002,56.60445574133743
y,2.2560000000000002,56.39288793585069
y,2.2600000000000002,56.1829253701127
y,2.2640000000000002,55.97484416816184
y,2.268,55.768932558009915
y,2.2720000000000002,55.56549087164227
y,2.2760000000000002,55.36483154501786
y,2.2800000000000002,55.16727911806951
y,2.2840000000000003,54.97317023470339
y,2.2880000000000003,54.78285364279944
y,2.2920000000000003,54.59669019421134
y,2.2960000000000003,54.415052844765796
y,2.3000000000000003,54.23832665426403
y,2.304,54.06690878648003
y,2.308,53.90120850916194
y,2.312,53.7416471940314
y,2.316,53.58865831678355
y,2.32,53.44268745708715
y,2.324,53.30419229858469
y,2.328,53.17364262889236
y,2.332,53.0515203395998
y,2.336,52.93831942627007
y,2.34,52.834545988440375
y,2.344,52.740718229621066
y,2.348,52.65736645729639
y,2.352,52.58503308292413
y,2.356,52.52427262193555
y,2.3599999999999994,52.36199807638552
y,2.364,52.021346605709844
y,2.368,51.68229582297532
y,2.372,51.34485993595625
y,2.376,51.00905322612048
y,2.38,50.6748900486304
y,2.384,50.34238483234232
y,2.388,50.01155207980633
y,2.392,49.68240636726658
y,2.3959999999999995,49.354962344661814
y,2.4,49.02923473562396
y,2.404,48.70523833747966
y,2.408,48.38298802124932
y,2.412,48.062498731647324
y,2.4159999999999995,47.743785487082235
y,2.42,47.426863379656346
y,2.424,47.11174757516648
y,2.428,46.79845331310306
y,2.432,46.47011109598942
y,2.436,46.101534223303915
y,2.44,45.73633928268568
y,2.444,45.37448182013622
y,2.448,45.01591757661275
y,2.4519999999999995,44.660602488029056
y,2.456,44.3084926852548
y,2.46,43.959544494115946
y,2.464,43.61371443539473
y,2.468,43.270959224829404
y,2.472,42.93123577311474
y,2.476,42.594501185901244
y,2.48,42.26071276379597
y,2.484,41.92982800236209
y,2.488,41.60180459211873
y,2.492,41.27660041854155
y,2.496,40.95417356206218
y,2.5,40.63448229806841
y,2.504,40.31748509690446
y,2.5079999999999996,40.003140623870486
y,2.512,39.69140773922302
y,2.516,39.382245498174505
y,2.52,39.075613150894
y,2.524,38.77147014250641
y,2.528,38.46977611309289
y,2.532,38.17049089769093
y,2.536,37.87357452629405
y,2.54,37.57898722385202
y,2.544,37.286689410270846
y,2.548,36.996641700412574
y,2.552,36.7088049040957
y,2.556,36.42314002609464
y,2.56,36.1396082661401
y,2.5639999999999996,35.85817101891912
y,2.568,35.578789874074666
y,2.572,35.301426616206044
y,2.576,35.02604322486874
y,2.58,34.75260187457446
y,2.584,34.48106493479099
y,2.588,34.21139496994245
y,2.592,33.943554739409
y,2.596,33.677507197527135
y,2.5999999999999996,33.41321549358945
y,2.604,33.150642971844675
y,2.608,32.88975317149789
y,2.612,32.63050982671024
y,2.616,32.3728768665991
y,2.6199999999999997,32.11681841523801
y,2.624,31.862298791656734
y,2.628,31.609282509841236
y,2.632,31.35773427873358
y,2.636,31.107619002232195
y,2.64,30.8589017791915
y,2.644,30.611547903422196
y,2.648,30.36552286369118
y,2.652,30.12079234372157
y,2.6559999999999997,29.87732222219255
y,2.66,29.676565880627848
y,2.664,29.58660999905852
y,2.668,29.496604791673857
y,2.672,29.406549358784456
y,2.676,29.316442878602658
y,2.68,29.226284607243034
y,2.684,29.136073878721763
y,2.688,29.04581010495717
y,2.692,28.955492775769414
y,2.696,28.865121458880587
y,2.7,28.774695799914802
y,2.704,28.684215522398013
y,2.708,28.593680427758155
y,2.7119999999999997,28.503090395325035
y,2.716,28.41244538233049
y,2.72,28.32174542390817
y,2.724,28.23099063309375
y,2.728,28.140181200824777
y,2.732,28.04931739594084
y,2.736,27.95839956518325
y,2.74,27.867428133195485
y,2.744,27.77640360252278
y,2.7479999999999998,27.68532655361238
y,2.7520000000000002,27.594197644813512
y,2.7560000000000002,27.50301761237716
y,2.7600000000000002,27.411787270456404
y,2.7640000000000002,27.32050751110625
y,2.768,27.229179304283527
y,2.7720000000000002,27.137803697847097
y,2.7760000000000002,27.046381817557673
y,2.7800000000000002,26.954914867078017
y,2.7840000000000003,26.863404127972625
y,2.7880000000000003,26.771850959708168
y,2.7920000000000003,26.68025679965305
y,2.7960000000000003,26.588623163077745
y,2.8000000000000003,26.496951643154553
y,2.804,26.40524391095775
y,2.8080000000000003,26.313501715463556
y,2.8120000000000003,26.22172688355017
y,2.816,26.12992131999754
y,2.82,26.038087007487807
y,2.824,25.946226006604817
y,2.828,25.85434045583445
y,2.832,25.762432571564496
y,2.836,25.670504648084712
y,2.8399999999999994,25.57855905758676
y,2.844,25.486598250164253
y,2.848,25.394624753812668
y,2.852,25.302641174429503
y,2.856,25.210650195814114
y,2.8599999999999994,25.118654579667858
y,2.864,25.02665716559397
y,2.868,24.934660871097595
y,2.872,24.842668691585946
y,2.876,24.750683700367972
y,2.88,24.658709048654714
y,2.884,24.56674796555909
y,2.888,24.47480375809588
y,2.892,24.38287981118192
y,2.8959999999999995,24.290979587635924
y,2.9,24.19910662817849
y,2.904,24.107264551432163
y,2.908,24.0154570539215
y,2.912,23.9236879100729
y,2.9159999999999995,23.831960972214798
y,2.92,23.74028017057741
y,2.924,23.648649513293016
y,2.928,23.557073086395764
y,2.932,23.465555053821724
y,2.936,23.37409965740895
y,2.94,23.282711216897358
y,2.944,23.19139412992887
y,2.948,23.100152872047328
y,2.9519999999999995,23.00899199669842
y,2.956,22.917916135229913
y,2.96,22.826929996891362
y,2.964,22.736038368834308
y,2.968,22.6452461161122
y,2.972,22.55455818168057
y,2.976,22.463979586396633
y,2.98,22.37351542901974
y,2.984,22.283170886211053
y,2.988,22.19295121253375
y,2.992,22.102861740452866
y,2.996,22.0129078803354
y,3.0,21.923095120450313
y,3.004,21.833429026968467
y,3.0079999999999996,21.743915243962643
y,3.012,21.654559493407532
y,3.016,21.565367575179835
y,3.02,21.476345367058165
y,3.024,21.387498824723007
y,3.028,21.298833981756836
y,3.032,21.18282277052351
y,3.036,21.03820554732397
y,3.04,20.89309478262673
y,3.0439999999999996,20.74748612980764
y,3.048,20.60137533514039
y,3.052,20.454758237796415
y,3.056,20.30763076984489
y,3.06,20.159988956253006
y,3.0639999999999996,20.01182891488552
y,3.068,19.863146856505107
y,3.072,19.713939084772253
y,3.076,19.564201996245146
y,3.08,19.413932080379862
y,3.084,19.2631259195303
y,3.088,19.11178018894803
y,3.092,18.95989165678252
y,3.096,18.805827225576483
y,3.0999999999999996,18.624039486015814
y,3.104,18.445983629849504
y,3.108,18.271636060297045
y,3.112,18.100973233301456
y,3.116,17.933971657529504
y,3.1199999999999997,17.770607894371423
y,3.124,17.610858557941143
y,3.128,17.45470031507615
y,3.132,17.302109885337632
y,3.136,17.153064041010317
y,3.14,17.00753960710246
y,3.144,16.865513461346083
y,3.148,16.72696253419677
y,3.152,16.591863808833672
y,3.1559999999999997,16.460194321159538
y,3.16,16.317101523602524
y,3.164,16.153564183184788
y,3.168,15.993601487281083
y,3.172,15.837169709561149
y,3.176,15.68422504843808
y,3.18,15.53472362706824
y,3.184,15.388621493351378
y,3.188,15.245874619930442
y,3.1919999999999997,15.106438904191851
y,3.196,14.970270168265172
y,3.2,14.837324159023416
y,3.204,14.707556548082815
y,3.208,14.580922931802903
y,3.2119999999999997,14.45737883128664
y,3.216,14.336879692380194
y,3.22,14.219380885673075
y,3.224,14.104837706498074
y,3.228,13.993205374931412
y,3.232,13.884439035792456
y,3.236,13.778493758644013
y,3.24,13.675324537792092
y,3.244,13.574886292286138
y,3.2479999999999998,13.47713386591883
y,3.2520000000000002,13.382022027226174
y,3.2560000000000002,13.289505469487478
y,3.2600000000000002,13.199538810725363
y,3.2640000000000002,13.112076593705789
y,3.268,13.027073285938009
y,3.2720000000000002,12.944483279674555
y,3.2760000000000002,12.864260891911366
y,3.2800000000000002,12.78636036438758
y,3.2840000000000003,12.710735863585711
y,3.2880000000000003,12.637341480731566
y,3.2920000000000003,12.566131231794314
y,3.2960000000000003,12.497059057486313
y,3.3000000000000003,12.43007882326338
y,3.304,12.365144319324529
y,3.3080000000000003,12.30220926061217
y,3.3120000000000003,12.241227286811961
y,3.3160000000000003,12.182151962352908
y,3.3200000000000003,12.124936776407298
y,3.324,12.069535142890784
y,3.3280000000000003,12.015900400462275
